sample_id	total	GO:0044423	GO:0019013	GO:0019028	GO:0019033	GO:0036338	GO:0046727	GO:0046729	GO:0055036	GO:0098015	GO:0098021	GO:0098024	GO:0098025	GO:0098026	GO:0098027	Remaining
0159_AA34_42452_20190801_ST	5404011	476	0	339.5	0	0	0	0	0	0	0	2197	0	1	69	5400928.5
0159_AA34_42453_20190809_ST	5759657.99999999	349	0	0	0	0.666666666666667	0	0	0	1	0	278	0	0	53	5758976.33333333
0159_AA34_42454_20190801_ST	154712	14	0	0	0	0	0	0	0	14.5	0	74	0	0	16	154593.5
0159_AA34_42455_20190812_ST	2477528	410.5	0	242	0	0	0	0	0	42.5	29	198	171.5	1.5	204	2476229
0159_AA34_42456_20190803_ST	5004506.99999999	192	0	76	0	0	0	0	0	0	0	6	0	0	44	5004188.99999999
0159_AA34_42457_20190805_ST	4227022	191	0	102	0	1.5	0	0	0	3.5	0	191	0	0	56	4226477
0159_AA34_42460_20191014_ST	1284171	9938	0	3	0	0	0	0	0	111	0	13481	3	0	0	1260635
0159_AA34_42461_20190814_ST	1524043	1073	0	15	0	0	0	0	0	4.5	0	528	0	0	3	1522419.5
0159_AA34_42462_20190813_ST	690112	8	0	0	0	0	0	0	0	1	0	2	0	0	0	690101
0159_AA34_42464_20191002_ST	7927687	1682	0.5	369	0	0	0	0	0	1291.5	0	14360	2	2	7135	7902845
0159_AA34_42468_20190913_ST	10701311	892	0	258.5	0	1.5	0	0	0	0.5	0	2268	0	0	652	10697238.5
0159_AA34_42470_20190830_ST	6166507	399	0	79	0	0	0	0	0	0	0	200	0	0	65	6165764
0159_AA34_42471_20190830_ST	1541133	67	0	0	0	0	0	0	0	5	0	6	0	0	8	1541047
0159_AA34_42473_20190830_ST	38293	9.5	0	13	0	0	0	0	0	10	5	26	16	0	9	38204.5
0159_AA34_42475_20190911_ST	114708520	4323	0	3625.5	0.666666666666667	13	0	0	0	6.5	0	50248	0	16.5	2233	114648053.833333
0159_AA34_42476_20191015_ST	12790083	1059	0	46	0	2	0	0	0	0	0	232	0	4.5	40	12788699.5
0159_AA34_42477_20190918_ST	5339445	82	0	49	0	0	0	0	0	0	0	118	0	0	6	5339190
0159_AA34_42478_20190916_ST	32927	6	0	0	0	0	0	0	0	0	0	0	0	0	0	32921
0159_AA34_42480_20191103_ST	76865757.9999998	2265	0	690.5	0	1	0	0	0	0	0	71.5	83	12	1394	76861240.9999998
0159_AA34_42481_20190918_ST	49412	0	0	0	0	0	0	0	0	11	0	53	0	0	0	49348
0159_AA34_42485_20190917_ST	4779575	135	0	116	0	0	0	0	0	1	0	19	4	0	65	4779235
0159_AA34_42487_20190921_ST	1516305	1011.5	0	2482	0	0	0	0	0	183	794	2618.5	4217	0	1278	1503721
0159_AA34_42489_20190928_ST	1465893	165	0	31	0	0	0	0	0	196.5	0	117	0	0	328	1465055.5
0159_AA34_42490_20190926_ST	2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2445
0159_AA34_42492_20191121_ST	1114648	56	0	5	0	0	0	0	0	36.5	0	932	11.5	0	42	1113565
0159_AA34_42496_20191018_ST	404625	512.5	0.333333333333333	21	0.666666666666667	0.5	0	0	0	7	11	93	46	0	19	403914
0159_AA34_42497_20191019_ST	2987782	224	0	126.5	0	0	0	0	0	0	0	26	0	0	40	2987365.5
0159_AA34_42501_20191207_ST	2525100	177	0	58.5	0	0	0	0	0	0	0	631	0	0	14	2524219.5
0159_AA34_42502_20191031_ST	237504	7	0	0	0	0	0	0	0	0	0	0	0	0	0	237497
0159_AA34_42504_20191031_ST	1044715	43	0	9	0	0	0	0	0	0	0	499	0	0	1	1044163
0159_AA34_42506_20191107_ST	11968	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11966
0159_AA34_42507_20191110_ST	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1652
0159_AA34_42508_20191111_ST	18523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18523
0159_AA34_42509_20191204_ST	37968	10	0	0	0	0	0	0	0	0	0	3	0	0	2	37953
0159_AA34_42513_20191124_ST	696319	9	0.5	55.5	0	0	0	0	0	3.5	0	10	0	0	38	696202.5
0159_AA34_42515_20191210_ST	43155	5	0	0	0	0	0	0	0	4	0	0	0	0	4	43142
0159_AB10_100704_20181210_ST	827378	54	0	28	0	0	0	0	0	0	1	37	4	0	5	827249
0159_AB10_100707_20181102_ST	1307833	93	0	27	0	0	0	0	0	0	0	11	0	0	8	1307694
0159_AB10_100710_20181001_ST	22476810	2521.16666666667	0.5	9746	0	0	0	0	0	62	0	1320	0	0.5	4375	22458784.8333333
0159_AB10_100722_20190318_ST	1081854	196	0	40	0	0	0	0	0	0	0	9	0	0	21	1081588
0159_AB10_101123_20190227_ST	2281336	39.3333333333333	0	61	0	0	0	0	0	1	0	440	0	0.5	19	2280775.16666666
0159_AB10_101383_20190318_ST	1319102	111.333333333333	0	24	0	0	0	0	0	0	0	6	1	0.5	7	1318952.16666667
0159_AB10_101445_20190131_ST	661122	20	0	16	0	0	0	0	0	0	0	1	1	0	6	661078
0159_AB10_101564_20190227_ST	231785	47	0	14.5	0	0	0	0	0	0	0	9	0	0	9	231705.5
0159_AB10_101585_20180920_ST	1495169	160	0	54	0	0	0	0	0	1	0	114	0	0	10	1494830
0159_AB10_101629_20180823_ST	4702187	292	0	185	0	0.5	0	0	0	3.5	0	35	1	0	28	4701642
0159_AB10_101812_20190109_ST	1695735	105	0	182	0	0	1	0	0	0	0	28	0	0	39	1695380
0159_AB10_101828_20210113_ST	2324	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2321
0159_AB10_101848_20181004_ST	6345436.99999999	226.333333333333	0	28	0	0	0	0	0	0	0	952	0	0	25	6344205.66666666
0159_AB10_103154_20190107_ST	698528	40	0	42	0	0	0	0	0	0	0	7	0	0	4	698435
0159_AB10_103179_20180717_ST	2770768	206	0	66	0	0	0	0	0	0	0	31	0	0	25	2770440
0159_AB10_103180_20180801_ST	2902255	317	0.5	128	0	6.5	0	0	0	6	4	100	19	0	56	2901618
0159_AB10_103250_20181203_ST	1626361	158	0	15	0	0	0	0	0	0	0	19	0	0	6	1626163
0159_AB10_103255_20180917_ST	5150685	298.333333333333	0	1044.5	0	0	0	0	0	0	0	76	0	0	12	5149254.16666667
0159_AB10_103277_20190425_ST	1967708	138	0	30	0	0	0	0	0	0	0	48	0	0	8	1967484
0159_AB10_103281_20180518_ST	1036988	114	0	100	0	0	0	0	0	0	0	3	0	0	13	1036758
0159_AB10_103292_20190425_ST	855847	728	0	41.5	0	0	0	0	0	1456	0	1125.5	0	0	30	852466
0159_AB10_103815_20181107_ST	2234610.00000001	109	0	94.5	0	0	0	0	0	0	0	62	0	0	13	2234331.50000001
0159_AB10_103832_20190306_ST	1755559	259	0	29.5	0	0	0	0	0	0	0	10	0	0	12	1755248.5
0159_AB10_103853_20180919_ST	2405511	514.5	0	49.5	0	0	0	0	0	0	0	397	2	1	24	2404523
0159_AB10_106685_20190116_ST	1322929	153	0	33.5	0	0	0	0	0	0	0	10	0	0	4	1322728.5
0159_AB10_26007_20180504_ST	792125	105	0	36	0	0	0	0	0	0	0	10	0	0	12	791962
0159_AB10_26008_20180410_ST	1651008	91.3333333333333	0	26.5	0	0	0	0	0	0	0	23	0	0	15	1650852.16666667
0159_AB10_26010_20180604_ST	2678045	167	0	99	0	0	0	0	0	0	0	36	0	0	11	2677732
0159_AB10_26013_20180411_ST	532871	146	0	19	0	0	0	0	0	0	0	30	0	0	5	532671
0159_AB10_26016_20180423_ST	3455219.00000001	143	0	75	0	1	0	0	0	0	0	65	0	0	20	3454915.00000001
0159_AB10_26024_20180430_ST	1690734	85	0	29.5	0	0	0	0	0	0.5	0	90	0	0	28	1690501
0159_AB10_26032_20180430_ST	8559533.99999999	719	0.5	311	0	0.5	0	0	0	31.5	105	3938	2	3.5	370	8554052.99999999
0159_AB10_26036_20180417_ST	1110092	149	1	15	0	0	0	0	0	2	0	6	0	0	26	1109893
0159_AB10_26038_20180403_ST	11898552	3504	3.5	137.5	0	3	0	0	0	15	0	174	0	2	135	11894578
0159_AB10_26039_20180723_ST	7205893.99999999	328	0	124	0	1	0	0	0	0	0	383	0	0	30	7205027.99999999
0159_AB10_26040_20180417_ST	2185214	13	0	234	0	0	0	0	0	0	0	8	0	0	0	2184959
0159_AB10_26047_20180425_ST	2597604	136	0	178	0	0	0	0	0	1	1	12433	11	0	66	2584778
0159_AB10_26050_20180504_ST	712014	32	0	9	0	0	0	0	0	0	0	0	1	0	9	711963
0159_AB10_26064_20180516_ST	1049055	99	0	40.5	0	0	0	0	0	0	0	444	0	0.5	10	1048461
0159_AB10_26067_20180712_ST	588939	47	0	28.5	0	0.5	0	0	0	0	0	13	0	0	17	588833
0159_AB10_26069_20180516_ST	1749567	256	0	46	0	0	0	0	0	0	0	55	0	0	8	1749202
0159_AB10_26071_20180518_ST	8791971	387	0	467.5	0	0	0	0	0	0	0	26	1	7.5	157	8790925
0159_AB10_26076_20180705_ST	437241	28	0	8	0	0	0	0	0	0	0	4	0	0	2	437199
0159_AB10_26080_20180706_ST	1054698	51	1	4245.5	0	0	0	0	0	0	0	44	0	0	20	1050336.5
0159_AB10_26084_2018069_ST	527773	30	0	52	0	0	0	0	0	0	0	99	0	0	4	527588
0159_AB10_26088_20180508_ST	5164708	422	0	768	0	0.5	0	0	0	0	0	410	0	0	20	5163087.5
0159_AB10_26093_20180517_ST	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681
0159_AB10_26098_20180626_ST	1169901	63	0	33	0	0	0	0	0	0	0	56	0	0	9	1169740
0159_AB10_26103_20180911_ST	4947186	92	0	187	0	0.5	0	0	0	0	0	2	0	0	18	4946886.5
0159_AB10_26109_20180907_ST	3171633.99999999	302.333333333333	0	41	0	1	0	0	0	0	0	10	0	0	30	3171249.66666666
0159_AB10_26116_20180922_ST	3744567.00000001	134	0	61	0	0	0	0	0	1	0	335	0	0	20	3744016.00000001
0159_AB10_26118_20180813_ST	1361964	78	0	81.5	0	0	0	0	0	0	0	58	0	0	24	1361722.5
0159_AB10_26129_20181002_ST	7518034	412	0	190.5	0	2.5	0	0	0	3	0	132	3	0	45	7517246
0159_AB10_26131_20180920_ST	2167176	181	0	50	0	0	0	0	0	0	0	29	0	0	28	2166888
0159_AB10_26133_20180725_ST	2331598	362	0	94.5	0	0	0	0	0	0	0	3	0	0	36	2331102.5
0159_AB10_26135_20180925_ST	1967092	181.5	0	42	0	1	0	0	0	0	0	40	0	0	31	1966796.5
0159_AB10_26137_20180827_ST	1458302	93.8333333333333	0	43.5	0	0	0	0	0	0	0	4	0	1	29	1458130.66666667
0159_AB10_26147_20181010_ST	1827001	156	0	87	0	0	0	0	0	0	0	407	0	0.5	34	1826316.5
0159_AB10_26151_20180725_ST	1072273	103	0	61	0	0	0	0	0	0	0	22	0	0	23	1072064
0159_AB10_26152_20180803_ST	2910820	274	0	130.5	0	0	0	0	0	0	0	72	0	0	32	2910311.5
0159_AB10_26154_20181106_ST	2204283	122.333333333333	0	25.5	0	0	0	0	0	2	0	124	0	0	35	2203974.16666667
0159_AB10_26156_20180815_ST	20352699	543	0	739	0	0	0	0	0	9.5	0	2300	7	0	171	20348929.5
0159_AB10_26157_20180911_ST	672744	76	0	18	0	1	0	0	0	3.5	0	67.5	0	0	14	672564
0159_AB10_26175_20181010_ST	1855703	93.3333333333333	0	4	0	0	0	0	0	0	0	63	0	0	15	1855527.66666667
0159_AB10_26199_20181001_ST	2444828	262	0	46	0	0	0	0	0	0	0	304	2	0	112	2444102
0159_AB10_26201_20180917_ST	1767105	91	0	78.5	0	0	0	0	0	0	0	137	1	0	21	1766776.5
0159_AB10_26204_20180827_ST	2634149	157	0	45	0	0	0	0	0	0	0	168	0	0	38	2633741
0159_AB10_26205_20181105_ST	2799355	152	0	88.5	0	0	0	0	0	0	0	24	0	0	60	2799030.5
0159_AB10_26213_20181121_ST	1113117	105	0	200.5	0	0	0	0	0	0	0	4	0	0.5	6	1112801
0159_AB10_26216_20180827_ST	2909950	298.333333333333	0	65	0	0	0	0	0	2.5	0	77	0	0	265	2909242.16666666
0159_AB10_26220_20180907_ST	2911152	140	0	19	0	0	0	0	0	0	0	177	1	1	20	2910794
0159_AB10_26221_20180907_ST	441987	27	0	12	0	0	0	0	0	0	0	158	0	0	7	441783
0159_AB10_26254_20181210_ST	1644450	132	0	81	0	0	0	0	0	0	0	8	2	0	15	1644212
0159_AB10_26264_20181015_ST	861368	73	0	12	0	0	0	0	0	0	0	87	0	0	7	861189
0159_AB10_26267_20190116_ST	1453156	48	0	19	0	0	0	0	0	0	0	17	0	0	6	1453066
0159_AB10_26269_20181101_ST	1635025	90	0	33	0	1	0	0	0	0	0	58	0	0	17	1634826
0159_AB10_26270_20181205_ST	656679.000000001	61	0	9	0	0	0	0	0	0	0	6	0	0	9	656594.000000001
0159_AB10_26271_20190304_ST	260657	43	0	9	0	0	0	0	0	0	0	755	0	0	6	259844
0159_AB10_26273_20190318_ST	771383.000000001	59	0	65.5	0	0.5	0	0	0	0.5	0	0	0	0	22	771235.500000001
0159_AB10_26288_20181210_ST	13975869	1019.5	0	216	0	2	0	0	0	478	0	1967	2	0	2458	13969726.5
0159_AB10_26295_20181017_ST	3925236.00000001	173	0	207.5	0	0	0	0	0	0	0	201	0	1	96	3924557.50000001
0159_AB10_26296_20190103_ST	1059952	175	0	30	0	0	0	0	0	0	0	22	0	0	4	1059721
0159_AB10_26298_20181218_ST	1432885	308	0	62.5	0	0	0	0	0	1	9	164	75.5	0	90	1432175
0159_AB10_26303_20190125_ST	970690.999999999	67	0	12	0	0	0	0	0	0	0	5	0	0	10	970596.999999999
0159_AB10_26304_20190107_ST	891218.000000001	32	0	30	0	0	0	0	0	0	0	435	0	0	15	890706.000000001
0159_AB10_26326_20190318_ST	99009	5	0	273.5	0	0	0	0	0	0	0	7	0	0	1	98722.5
0159_AB10_26341_20190102_ST	496105	25	0	13	0	0	0	0	0	0	0	32	0	0	1	496034
0159_AB10_26346_20190107_ST	4149893	219	0	117	0	0.5	0	0	0	0	0	63	0	1.5	56	4149436
0159_AB10_26348_20190115_ST	2093202	70	0	23	0	0	0	0	0	1	0	29	9	0	26	2093044
0159_AB10_26354_20190116_ST	95177	9	0	5	0	0.5	0	0	0	0	0	3	0	0	0	95159.5
0159_AB10_26355_20190211_ST	2912406	465	0	58	0	0	0	0	0	0	0	543	2	0	62	2911276
0159_AB10_26358_20190206_ST	652509.000000001	39	0	10.5	0	0	0	0	0	0	0	14	0	0	9	652436.500000001
0159_AB10_26364_20190311_ST	1106363	14	0	19	0	0	0	0	0	0	0	130	0	0	7	1106193
0159_AB10_26379_20190116_ST	228613	205	0	9	0	0	0	0	0	0	0	128	0	0	92	228179
0159_AB10_26380_20190313_ST	2218999	142	0	65.5	0	0	0	0	0	0	0	32	0	0	35	2218724.5
0159_AB10_26381_20190424_ST	522634	47	0	5.5	0	0	0	0	0	0	0	133	0	0	0	522448.5
0159_AB10_26390_20190116_ST	7222405	889	0	357.5	0	0	0	0	0	0	0	1749	0	0	177	7219232.5
0159_AB10_26400_20190109_ST	688497	47	0	8	0	0	0	0	0	0	0	2	0	0	15	688425
0159_AB10_26402_20190125_ST	51653	4	0	6	0	0	0	0	0	0	0	3	0	0	0	51640
0159_AB10_26406_20190116_ST	1632519	340.666666666667	0	105	0	0	0	0	0	0	0	548	0	0	24	1631501.33333333
0159_AB10_26420_20190311_ST	1448023	166	0	65	0	1	0	0	0	8	0	32	0	0	19	1447732
0159_AB10_26424_20190227_ST	582669	40	0	30	0	0	0	0	0	0	0	22	0	0	14	582563
0159_AB10_26454_20190330_ST	754554.000000001	72	0	18	0	0	0	0	0	0	0	11	0	0	9	754444.000000001
0159_AB10_26460_20190429_ST	344552	25	0	2.5	0	0	0	0	0	0	0	3	0	0	12	344509.5
0159_AB10_26500_20190513_ST	378621	32	0	10	0	0	0	0	0	0	0	81	0	0.5	6	378491.5
0159_AB10_26503_20190502_ST	528606	10	0	34	0	0	0	0	0	0	0	0	0	0	4	528558
0159_AB10_26504_20190520_ST	2849624	335	0	41	0	0	0	0	0	2.5	0	164	0	0	17	2849064.5
0159_AB10_26613_20200804_ST	4017153	616.5	0	198.5	0	0	0	0	0	0.5	0	66	0	0.5	57	4016214
0159_AB10_26721_20201210_ST	1142654	62	0	20.5	0	0	0	0	0	0	0	16	0	0	9	1142546.5
0159_AB10_26735_20210107_ST	4674783	741	0	92	0	0	0	0	0	0	0	21	2	0.5	46	4673880.5
0159_AB10_26739_20201029_ST	5322209	360	0	26	0	1	0	0	0	0	0	95	1	0	29	5321697
0159_AB10_26740_20200927_ST	7245695.99999999	520.666666666667	0	339	0	1.5	0	0	0	2	0	58	0	0	188	7244586.83333333
0159_AB10_26742_20200826_ST	4012785	110	0	63	0	0	0	0	0	0.5	0	26	0	0.5	15	4012570
0159_AB10_26745_20201112_ST	6996866.99999999	818.166666666667	2	231	0	0	0	0	0	23	0	234	0	1.5	99	6995458.33333333
0159_AB10_26746_20210311_ST	7979368.00000001	566	0	273.5	0	1.5	0	0	0	0	0	3955	0	0	107	7974465.00000001
0159_AB10_26748_20201110_ST	6871908	324	0	150.5	0	0	0	0	0	0	0	96	0	0.5	51	6871286
0159_AB10_26756_20201027_ST	5407572	595.5	0	163	0	2	0	0	0	2.5	0	61	2	0.5	79	5406666.5
0159_AB10_26760_20200925_ST	8086137	951	0	183	0	0	0	0	0	61	0	237	0	0	74	8084631
0159_AB10_26762_20200915_ST	4062232	530	0	385	0	0	0	0	0	1.5	0	199	1	0.5	141	4060974
0159_AB10_26764_20201024_ST	7742251	885.5	0	100	0	0	0	0	0	137	0	52	3	1	440	7740632.5
0159_AB10_26768_20200809_ST	6556792.00000001	879.5	0	310.5	0	0	0	0	0	8.5	0	91	0	0.5	61	6555441.00000001
0159_AB10_26778_20210112_ST	7417660.00000001	1081.5	3	675.5	0	0.5	0	0	0	535.5	0	894.5	2	0	586	7413881.50000001
0159_AB10_26786_20210216_ST	6199253	800	0	289	0	1	0	0	0	1	0	85	1	1	114	6197961
0159_AB10_26805_20210211_ST	9009813	937	2	224	0	0	0	0	0	8.5	0	543	1	0	95	9008002.5
0159_AB10_26814_20210228_ST	4340371	500.5	0	95	0	0	0	0	0	0	0	56	0	0	105	4339614.5
0159_AB10_30009_20190408_ST	2247649	229.333333333333	2.5	149.25	0	0	0	1.75	0	0	12	31	0	0	111	2247112.16666667
0159_AB10_30135_20181217_ST	1001224	54	0	55.5	0	0	0	0	0	0	0	8	0	0	22	1001084.5
0159_AB10_30154_20181102_ST	2325289	126	0	54	0	0	0	0	0	0	0	296	0	0	49	2324764
0159_AB18_100015_20190205_ST	4335856	425.333333333333	0	76	0	0.5	0	0	0	0	0	450	0	0	21	4334883.16666667
0159_AB18_100031_2019062_ST	8243681	1315	0	234.5	0	0.5	0	0	0	0	0	369	3	1	161	8241597
0159_AB18_100660_20190502_ST	2747416	173	0	179	0	0	0	0	0	0	0	72	0	0	36	2746956
0159_AB18_100724_20190318_ST	2397433	135	0	54	0	0	0	0	0	0	0	652	0	0	38	2396554
0159_AB18_100772_20190909_ST	3320089	272	0	68.5	0	0	0	0	0	0	0	108	0	0.5	13	3319627
0159_AB18_100782_20190724_ST	2706793	47	0.5	15.5	0	0	0	0	0	1.5	0	76	0	0	8	2706644.5
0159_AB18_100802_20190911_ST	3153874	355	0	38.5	0	0	0	0	0	2.5	0	70.5	2	0.5	94	3153311
0159_AB18_100826_20190405_ST	4562048	407	0	79	0	0	0	0	0	0	0	61	0	2	49	4561450
0159_AB18_100835_20190130_ST	9595404.00000001	294	0	243	0	2	0	0	0	0	0	55.5	1	1	74	9594733.50000001
0159_AB18_100901_20190301_ST	3222286	198	0	159	0	0	0	0	0	0	0	6	0	0	14	3221909
0159_AB18_100983_20190227_ST	7522512	1083	0	682	0	1.5	0	0	0	0	0	270	4	0	724	7519747.5
0159_AB18_101080_20190909_ST	1827461	113	0	99.5	0	0	0	0	0	0	0	37	0	0	15	1827196.5
0159_AB18_101695_20191018_ST	979133.000000001	133	0	92	0	0	0	0	0	0	0	99	0	0	14	978795.000000001
0159_AB18_101736_20191009_ST	312605	36	0	27.5	0	1.5	0	0	0	0	0	351	0	0	4	312185
0159_AB18_102734_20190123_ST	7544313	185	0	118.5	0	0	0	0	0	0	0	26	0	0	44	7543939.5
0159_AB18_102750_20191024_ST	1119710	150	0	4.5	0	0	0	0	0	0	0	9	0	0	6	1119540.5
0159_AB18_102958_20200826_ST	6621301.99999999	434.166666666667	0	71.5	0	0.5	0	0	0	1	0	45	12	1.5	82	6620654.33333333
0159_AB18_103302_2019060_ST	4144576.00000001	372	0	90.5	0	0	0	0	0	0	0	140	0	0	29	4143944.50000001
0159_AB18_103908_20190628_ST	3253813	158	0	90	0	0	0	0	0	0	0	182	0	1	211	3253171
0159_AB18_105120_20191018_ST	1599829	104	0	61	0	0	0	0	0	0	0	26	0	0	8	1599630
0159_AB18_105395_20190806_ST	2589034	136.5	6.5	22	0	0	0	0	0	0.5	0	80	0	0	13	2588775.5
0159_AB18_106054_20190207_ST	6452384.99999999	318	0	472	0	0.5	0	0	0	0	0	913	1	0	85	6450595.49999999
0159_AB18_106508_20190812_ST	5212044	1628.5	19.5	317.5	0	1	0	0	0	53	0	585.5	6	0	112	5209321
0159_AB18_106720_20190226_ST	5298117	1139	0	568	0	0	0	0	0	0.5	0	134	1	1	38	5296235.5
0159_AB18_26227_20190319_ST	5157019	930.833333333333	0	45.5	0	0	0	0	0	14	0	1154	0	0	1181	5153693.66666667
0159_AB18_26327_20190627_ST	5026805.99999999	296	0	291	0	0	0	0	0	0	0	24	0	0	57	5026137.99999999
0159_AB18_26332_20190211_ST	4623604	1858	0	191.5	0	0	0	0	0	5	0	171	2	0	89	4621287.5
0159_AB18_26337_20190206_ST	2905612	235	0	51	0	2	0	0	0	0	0	116.5	0	0	17	2905190.5
0159_AB18_26347_20190211_ST	11981344	1485	0	972.5	0	1	0	0	0	1	0	115	0	0	172	11978597.5
0159_AB18_26367_20190211_ST	4522125	252	0	253	0	0	0	0	0	1	0	72	2	0.5	75	4521469.5
0159_AB18_26387_20190207_ST	3291701	154.666666666667	0	130.5	0	0	0	0	0	0	0	32	0	0	25	3291358.83333333
0159_AB18_26396_20190529_ST	7181878.99999999	875	0	170	0	0	0	0	0	1	0	23	0	0.5	109	7180700.49999999
0159_AB18_26403_20190305_ST	309209	29	0	3	0	0	0	0	0	1	0	9	0	0	21	309146
0159_AB18_26407_20190125_ST	8398960.99999999	576	0	132	0	0	0	0	0	0	0	1408	1	1	100	8396742.99999999
0159_AB18_26410_20190215_ST	7157144	347	0	739	0	0	0	0	0	21	0	1479	0	0	42	7154516
0159_AB18_26415_20190218_ST	5462225	571	0	88.5	0	0.5	0	0	0	0	0	180	0	0.5	39	5461345.5
0159_AB18_26416_20190419_ST	2574296	175	0	129	0	3	0	0	0	2.5	0	163	1	0.5	26	2573796
0159_AB18_26417_20190218_ST	7201868	1388.5	0.5	129.5	0	0.5	0	0	0	0	0	460	0	0	71	7199818
0159_AB18_26423_20190311_ST	2843851	160	0	173	0	0.5	0	0	0	0	0	100	0	5.5	45	2843367
0159_AB18_26425_20190206_ST	5558989	626	0	267	0	1	0	0	0	0	0	35	1	0	52	5558007
0159_AB18_26426_20190328_ST	7492261	381	0	332	0	0	0	0	0	0	0	78	0	0.5	41	7491428.5
0159_AB18_26428_20190409_ST	2688319	374	0	181.5	0	0	0	0	0	146	0	193	0	0.5	102	2687322
0159_AB18_26429_20190327_ST	855407	88	0	66	0	0	0	0	0	0	0	17	1	0	5	855230
0159_AB18_26433_20190318_ST	7493914.00000001	1018	0	10826.5	0	0	0	0	0	2346.5	0	2219.5	0	0	459	7477044.50000001
0159_AB18_26436_20191018_ST	1162795	47	0	45.5	0	0	0	0	0	0	0	3	0	0	13	1162686.5
0159_AB18_26442_20190220_ST	3434823	226	0.5	143	0	0	0	0	0	0.5	0	55	0	0	42	3434356
0159_AB18_26444_20190227_ST	7110483	470	0	354	0	2	0	0	0	0	0	354	17	3.5	53	7109229.5
0159_AB18_26446_20190227_ST	4883069	151	0	133	0	0	0	0	0	0	0	71	0	0	93	4882621
0159_AB18_26450_20190306_ST	3763202	720	6.5	493	0	0	0	0	0	14	0	225	187	0	302	3761254.5
0159_AB18_26453_20190218_ST	5264094	1208.5	0	899	0	0	0	0	0	144.5	355	1223	1294	0.5	431	5258538.5
0159_AB18_26455_20190227_ST	12186990	1725	0	587.5	0	0	0	0	0	0	0	893	3	0.5	135	12183646
0159_AB18_26457_20190318_ST	10527869	1782.33333333333	0	147	0	2.5	0	0	0	17	0	512	0	12.5	50	10525345.6666667
0159_AB18_26458_20190312_ST	3015695	253	0	122.5	0	0	0	0	0	0	0	2	0	0.5	44	3015273
0159_AB18_2646_20190328_ST	1749484	381	0	473	0	0	0	0	0	1	0	319	0	0	25	1748285
0159_AB18_26463_20190528_ST	6235093	613	0	55	0	0	0	0	0	432.5	0	243	4	0	187	6233558.5
0159_AB18_26464_20190916_ST	2157065	538	0	88.5	0	0	0	0	0	33	0	60	0	0	61	2156284.5
0159_AB18_26471_20190911_ST	1192753	62	0	26.5	0	0	0	0	0	0	0	4	0	0	15	1192645.5
0159_AB18_26476_20190924_ST	1975859	351	0	42.5	0	0	0	0	0	35	0	3788	0	0	127	1971515.5
0159_AB18_26484_20191018_ST	2548030	151	0	23	0	0	0	0	0	0	0	302	0	0	8	2547546
0159_AB18_26491_20190502_ST	3502218	223	0	36	0	0.5	0	0	0	0	0	35688	0	0	11	3466259.5
0159_AB18_26494_20190507_ST	487974	106	0	5	0	0	0	0	0	12.5	0	330	0	0	0	487520.5
0159_AB18_26497_20190718_ST	5949329	191	0	55	0	0	0	0	0	2.5	0	37735	1	0.5	41	5911303
0159_AB18_26501_20190507_ST	9224922.00000001	498	0	833.5	0	1	0	0	0	0	0	400	1	0	59	9223129.50000001
0159_AB18_26507_20190724_ST	3784499	701	0.5	1871.5	0	0	0	0	0	4	0	303	0	0	99	3781520
0159_AB18_26520_20200917_ST	5430493.99999999	270	0	481	0	0.5	0	0	0	0.5	0	57	0	0	75	5429609.99999999
0159_AB18_26541_20190911_ST	3143565	230	0	153	0	0	0	0	0	0	0	361	2	0	18	3142801
0159_AB18_26547_20190821_ST	1915230	312	0	138	0	0	0	0	0	1	0	114.5	0	0.5	43	1914621
0159_AB18_26552_20201105_ST	8596488.00000001	1805	0.333333333333333	160.5	0	0	0	0	0	1	0	34	1	5	24	8594457.16666667
0159_AB18_26560_20191009_ST	6266813	338	0	104	0	0	0	0	0	0	0	1040	0	0	37	6265294
0159_AB18_26592_20191024_ST	2017574	63	0	30.5	0	0	0	0	0	0	0	12	0	0	25	2017443.5
0159_AB18_26625_20191024_ST	2446979	397.333333333333	0	185	0	0	0	0	0	0	0	39	0	0	115	2446242.66666667
0159_AB18_26633_20191009_ST	3402772	478	0	239	0	0	0	0	0	0	0	2166	0	0	56	3399833
0159_AB18_26636_20191029_ST	943180	95	0	14	0	0	0	0	0	0	0	11	0	0	17	943043
0159_AB18_26637_20200411_ST	3844669	241	0	15430.8333333333	0	0	0	0	0	0	0	594	0	0	53	3828350.16666667
0159_AB18_26640_20200517_ST	11462198	1283.5	0	196.5	0	0	0	0	0	42.5	0	307	0	4	410	11459954.5
0159_AB18_26642_20200320_ST	6270987	1097.33333333333	0	41	0	0.5	0	0	0	335	0	676	0	6.5	145	6268685.66666667
0159_AB18_26644_20200419_ST	8451857	792	0	12788.5	0	2	0	0	0	15.5	0	357	0	0	699	8437203
0159_AB18_26645_20200422_ST	5704885.99999999	271	2.5	201	0	0	0	0	0	9.5	0	61	4	0	105	5704231.99999999
