Sample ID,Shannon,Simpson,Evenness,SimpsonsRecip,Tail,DiscTaxa
0104.27.10.SINUS,0.0177899022643596,0.00440411115234041,0.0128327018873455,1.00442359314826,0.0840106280167087,4
0104.45.05.SINUS,0.0153773667771913,0.0040077809557314,0.0139970824428279,1.00402390789717,0.0548729485426697,3
0104.41.02.SINUS,0.0153382608798995,0.0039999041603106,0.0110642164536461,1.00401596764601,0.0574451135648703,4
0104.07.07.SINUS,0.0121702954640513,0.00264744641887593,0.00679237122675546,1.00265447399655,0.111196944349953,6
0104.27.07.SINUS,0.0109754488703751,0.00263642389406182,0.00791711282841028,1.00264339299852,0.0513733276247295,4
0104.27.01.SINUS,0.0100262765466304,0.0018138894023445,0.00289297189048101,1.001817185576,0.402647206811676,32
0104.18.03.SINUS,0.00836935485505871,0.00174383380267962,0.00467102588198654,1.0017468800712,0.086472928122654,6
0104.45.01.SINUS,0.00817120352706893,0.00171265743705129,0.0045604355201702,1.00171559566473,0.0835269069584557,6
0104.27.02.SINUS,0.00798060328307516,0.00161678783030472,0.00410121879828292,1.00161940606633,0.103100406490964,7
0104.07.08.SINUS,0.00778680608527233,0.00148120693789355,0.00324735036329799,1.00148340416644,0.168893035308485,11
0104.33.06.SINUS,0.00719502095330689,0.00139141019885802,0.00280513177867481,1.00139334891875,0.13819549755928,13
0104.52.02.SINUS,0.00520950954270042,0.00105428478614822,0.00290748263490123,1.00105539747565,0.05420298668075,6
0104.08.01.SINUS,0.00432631982575194,0.000880281614304423,0.00312078007895597,1.00088105719275,0.0453276238512843,4
0104.09.02.SINUS,0.00142402502219657,0.000289372778430108,0.00205443383762479,1.00028945653927,0.0120294359562797,2
