sample_id	total	catalytic_activity__acting_on_a_protein	peptidyl_prolyl_cis_trans_isomerase_activity	protein_disulfide_isomerase_activity	dihydrolipoyllysine_residue_succinyltransferase_activity	dolichyl_phosphate_mannose_protein_mannosyltransferase_activity	holocytochrome_c_synthase_activity	peptidylamidoglycolate_lyase_activity	polypeptide_N_acetylgalactosaminyltransferase_activity	protein_kinase_activity	protein_lysine_6_oxidase_activity	phosphoprotein_phosphatase_activity	dihydrolipoyllysine_residue_acetyltransferase_activity	peptidase_activity	protein_methyltransferase_activity	protein_prenyltransferase_activity	palmitoyl__protein__hydrolase_activity	protein_tyrosine_sulfotransferase_activity	microtubule_severing_ATPase_activity	ubiquitin_like_modifier_activating_enzyme_activity	X_acyl_carrier_protein__phosphodiesterase_activity	X_protein_PII__uridylyltransferase_activity	phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase_activity	protein_disulfide_reductase_activity	protein_N_acetylglucosaminyltransferase_activity	aminoacyltransferase_activity	lipoate_protein_ligase_activity	biotin_protein_ligase_activity	deoxyhypusine_monooxygenase_activity	protein_cysteine_S_acyltransferase_activity	ubiquitin_like_protein_transferase_activity	protein_xylosyltransferase_activity	peptidyl_proline_dioxygenase_activity	protein_lysine_deacetylase_activity	lipoyl_octanoyl__transferase_activity	protein_deglycase_activity	peptide_O_fucosyltransferase_activity	X_glutamine_synthetase__adenylyl_L_tyrosine_phosphorylase	protein_glucosylgalactosylhydroxylysine_glucosidase_activity	protein_methylesterase_activity	peptide_lysine_N_acetyltransferase_activity	microtubule_plus_end_polymerase	peptidyl_aspartic_acid_3_dioxygenase_activity	protein_glycine_ligase_activity	protein_glutamic_acid_ligase_activity	peptidyl_lysine_5_dioxygenase_activity	protein_O_GlcNAc_transferase_activity	protein_ribulosamine_3_kinase_activity	protein_methylthiotransferase_activity	catalytic_activity__acting_on_a_glycoprotein	protein_demethylase_activity	ATP_dependent_histone_chaperone_activity	NAD__protein_ADP_ribosyltransferase_activity	Remaining
0159_AQ29_10033_20171115_ST	471054	0	967.833333333335	0	0.625	35	0	0	0	876.725	0	346.5	0	9223.34613095238	116.413888888889	0	0	0	0	150	0	2.75	116.5	149.277777777778	0	85.0416666666667	7.83333333333333	74.125	0	0	0	9.91666666666665	0	10.0916666666667	3.41666666666667	0	0	0.8	0	3.5	0	0	0	0	0	0	0	0	54.5	1.41666666666666	0	0	2.5	458815.887202381
0159_AY44_33056_20171004_ST	469177	0	773.75	0.125	0	15	0	0	0	1148.39027777778	0	392.833333333333	0.666666666666667	8214.86398809524	152.977777777778	0	0	0.5	0	134.083333333334	4	0	102	204.965277777778	0	117.208333333333	6.5	64.4583333333335	0	0	1	12.5833333333333	0.5	15.7464285714286	21.5	0	0	0.2	0	18.8083333333334	0	0	0	0	0	0	0	0	36.1416666666667	19.3333333333333	0	0	36.5	457682.364583333
0159_AJ09_750037_20191118_ST	464376	0	678.666666666665	0	1	26	1	0	0	1208.89583333333	0	474.208333333333	0.666666666666667	8470.22708333333	161.358333333333	0	0	0	0	138.166666666666	2	1.41666666666666	115	180.590277777778	0	120.416666666667	3.16666666666667	53.0416666666665	0	0	3.25	4.66666666666667	0	16.8416666666667	6.16666666666665	0	0	0.8	0	18.625	0	0	0	0	0	0	0	0	32.3916666666667	22.8333333333333	0	0	6	452628.603472222
0159_AS41_40002_20171204_ST	463047	0	695.083333333335	0	0	16	0.5	0	0	1182.39861111111	0	373.875	1	8475.5537202381	157.925	0	0	0	0	130.583333333334	4.5	2	102	184.076388888889	0	171.958333333333	5	57.8916666666665	0	0	0	13.75	0	16.9464285714286	15.5833333333333	1	0	0.2	0	15.4166666666667	0	0	0	0	0	0	0	0	36.1666666666667	11.0833333333333	0	0	40.75	451335.758184524
0159_AY44_33034_20170915_ST	461530	0	658.916666666665	0	0	19.5	0	0	0	1191.60972222222	0	423.625	0.666666666666667	8334.12321428572	138.711805555556	0	0	0	0	105.666666666667	7	2	92.5	207.180555555556	0	136.625	6.33333333333333	55.125	0	0	0.125	5.5	0	15.625	31.4166666666667	0	0	1.89166666666667	0	21.5833333333333	0	0	0	0	0	0	0	0.25	31.625	12.7083333333333	0	0	46.6666666666667	449983.024702381
0159_AA34_42306_20181205_ST	460000	0	685.916666666665	0	0.5	27	0	0	0	1389.39583333333	0	411.125	0.333333333333333	7247.35029761905	148.327777777778	0	0	0.5	0	161.083333333334	3	4.75	111	166.8125	0	153.125	3	59.125	0	0	0.25	3.91666666666667	0	18.05	14	2	0	1.6	0	14.1666666666667	0	0	0	0	0	0	0	0	38.2916666666667	28.5416666666667	0	0	1.83333333333334	449305.005257937
0159_AB18_101736_20191009_ST	457177	0	691.583333333335	0	0.625	29.5	1.25	0	0	1136.33194444444	0	355.875	2	8237.6056547619	138.277777777778	0	0	0	0	134.25	3	1.75	119	175.111111111111	0	156.208333333333	4.16666666666667	56.125	0	0	0.5	16.25	0	14.4666666666667	37.0833333333333	0	0	0.2	0	15.7083333333333	0	0	0	0	0	0	0	0	39.8333333333333	21.25	0	0	41	445748.048511905
0159_AB18_26403_20190305_ST	452028	0	582.583333333335	0	50.225	1	0	0	0	978.030555555554	0	322.377777777778	69.7333333333333	5006.66220238095	146.677083333333	0	0	0	0	108.75	31.75	56.0833333333335	58.5	248.902777777778	0	197.875	21.5666666666667	43.5833333333333	0	0	3.16666666666667	1	0	5.88333333333335	29.6666666666667	0	0	13.7	0	4.04166666666667	0	0	0	0	0.166666666666666	0	0	0	9	12.1666666666667	0.125	0	12.5	444012.282936508
0159_AQ29_10037_20171116_ST	451010	0	1117.75	0	0.625	17	0	0	0	983.680555555555	0	250	0	9434.87857142857	79.5861111111111	0	0	0	0	169.75	0	4.5	109	150.916666666667	0	91.75	1.83333333333333	57.625	0	0	0	49	0	4.9	2.25	0.5	0	0.466666666666667	0	2.08333333333333	0.75	0	0	0	0	0	0	0.5	41.6666666666667	3.5	0	0	0.666666666666665	438434.821428571
0159_AQ22_10408_20190725_ST	448684	0	672.416666666665	0	0	15.5	0	0	0	1245.52777777778	0	364.375	1	7262.74389880953	142.488888888889	0	0	2	0	126.416666666667	5.5	1.25	111.5	186.458333333333	0	135.333333333333	8.33333333333333	67.0416666666665	0	0	0	17	0	18.15	24.6666666666667	0	0	0.666666666666665	0	15.75	0	0	0	0	0	0	0	0.25	38.3333333333333	23.0416666666667	0	0	9	438189.256101191
0159_AA34_42325_20190102_ST	444312	0	787.166666666665	0	1.5	1.5	0	0	0	1252.90277777778	0	235.25	0.333333333333333	8418.97648809524	125.947222222222	0	0	0	0	107.083333333333	4	0.666666666666665	96.5	211.819444444444	0	113.833333333333	1	59.875	0	0	0.75	18.5	0	11.5583333333333	14.9166666666667	0	0	0	0	14.9166666666667	0	0	0	0	0	0	0	0	31.875	69	0	0	4.5	432727.62906746
0159_AA34_42005_20180409_ST	442862	0	658.583333333335	0	0	3.5	0	0	0	1267.83333333333	0	411.666666666667	0.666666666666667	7599.78883928572	98.6250000000002	0	0	1.5	0	134.5	1.5	20.5	94.5	165.6875	0	136.791666666667	4.83333333333333	59.375	0	0	6.625	25.25	0	13.35	11.1666666666667	0	0	4.49166666666667	0	22.4166666666667	24.25	0	0	0	0	0	0	0	32.3333333333333	26.9583333333333	0	0	8.5	432026.806994048
0159_AA34_42302_20181203_ST	442417	0	730.666666666665	0.5	0.5	12.5	0	0	0	1249.2	0	342.666666666667	0.333333333333333	7950.03556547619	143.45	0	0	0	0	122.083333333333	5	1.25	111.5	169.993055555556	0	170.333333333333	5	74.25	0	0	0	13.0833333333333	0	15.725	26	0	0	0.4	0	13.5	0	0	0	0	0	0	0	0	32.6416666666667	8.70833333333335	0	0	69.1666666666665	431148.513045635
0159_AN08_59040_20180827_ST	440937	0	664.416666666665	0	10.6	5.5	0	0	0	1225.21111111111	0	293.611111111111	11.9	8363.92023809524	112.161805555556	0	0	0	0	130.166666666666	10.5	10.5833333333333	84.5	193.041666666667	0	160	4.16666666666667	49.25	0	0	0.5	11.5833333333333	0	9.08809523809522	24.5	0.25	0	2.5	0	15.1666666666667	0	0	0	0	0	0	0	0	30.5166666666667	10.8333333333333	0	0	9	429493.532638889
0159_AY44_33063_20171010_ST	439489	0	586.5	0	3	43	1.25	0	0	1319.76111111111	0	335	0.333333333333333	7428.73630952381	129.202777777778	0	0	0	0	124.875	11	2.25	54.5	179.5625	0	93.9166666666667	3.5	44.625	0	0	0.625	11.25	0	14.175	17	0	0	0.4	0	14.3333333333333	0	0	0	0	0	0	0	0	22.7916666666667	8.25	0	0	33	429006.162301587
0159_AN08_59046_20181107_ST	432215	0	633.166666666665	0	1.5	17	0	0	0	1081.66547619048	0	360.541666666667	4.66666666666667	7858.99553571429	128.369444444444	0	0	0.5	0	118.5	6.5	6.66666666666665	105.5	205.277777777778	0	118.75	12.4	50.1666666666665	0	0	2	14	1	13.3023809523809	17.4166666666667	0	0	0.625	0	14.0416666666667	0	0	0	0	0	0	0.5	0	36.375	31.625	0	0	4	421369.947718254
0159_AQ22_10423_20190826_ST	430776	0	774.416666666665	0.5	0.1	16.5	0	0	0	906.611111111111	0	364	0.333333333333333	7228.24583333333	143.822222222222	0	0	1.5	0	156.416666666666	0.5	3.83333333333333	112	143.4375	0	119.708333333333	3.5	78.125	0	0	0.75	19.75	0	11.675	7.25	0	0	2.1	0	5.875	0.5	0	0	0	0	0	0	0	41.5583333333334	6.66666666666665	0	0	8.5	420617.825
0159_AY44_33029_20170925_ST	424393	0	675.5	0.5	1	7.5	0	0	0	1154.85416666667	0	249.375	0	9016.87842261904	127.727777777778	0	0	1.5	0	156	8	3	102.5	192.3125	0	114.166666666667	4.33333333333333	40.375	0	0	0.375	19.25	0	11.5916666666667	21.8333333333333	0	0	0.4	0	23.7083333333333	0	0	0	0	0	0	0	0	29.2916666666667	14.8333333333333	0	0	21.5	412394.693799603
0159_AA34_42190_20181015_ST	423064	0	589.25	0	2	31.5	1	0	0	1092.91944444444	0	285.125	0	7887.52782738095	123.461111111111	0	0	0	0	106.916666666667	0	1.25	77.5	163.416666666667	0	146.708333333333	8.33333333333333	45.5	0	0	0.25	7.75	0	14.9	21.5	4.5	0	0.5	0	7.20833333333335	0	0	0	0	0	0	0	0	28.0583333333334	21.5	0	0	8.91666666666665	412386.50828373
0159_BE31_82023_20191203_ST	421553	0	597.083333333335	0	10.7	19.75	0	0	0	1021.42916666667	0	377.683333333334	9.46666666666667	6667.62574404761	141.036805555556	0	0	0	0	132.583333333334	5.5	17.1666666666667	64.5	197.375	0	77.375	7.66666666666667	52.475	0	0	0.75	0.25	0	13.5595238095238	22.4166666666667	0.625	0	6.65	0	15.25	0	0	0	0	0	0	0.5	0	29.0833333333333	34.375	0	0	5.5	412024.623759921
0159_AN08_59013_20180205_ST	419093	0	646.666666666665	0	4	44.75	0	0	0	902.358333333334	0	395.5	1.66666666666667	7025.35006764069	130.044444444444	1	0	1.5	0	130.916666666666	2	0.5	113	194.958333333333	0	124.75	13.75	63.5	0	0	1.375	5	0	15.4690476190476	18.5833333333333	0	0	0.5	0	8.125	0	0	0	0	0	0	0	0	38.1666666666667	9.33333333333335	0	0	7	409193.236440296
0159_AA34_42285_20181015_ST	419036	0	574	0	1	3	0	0	0	1223.26388888889	0	294.916666666667	0.5	6714.97142857143	131.494444444444	0	0	0.5	0	162.25	6.5	0.5	86.5	160.298611111111	0	95.5	7.66666666666667	42.375	0	0	0	17	0	13.575	16.5833333333333	0	0	0	0	13.0416666666667	0	0	0	0	0	0	0	0	32.4166666666667	21.6666666666667	0	0	16.25	409400.229960318
0159_AY44_33092_20171127_ST	410954	0	629.083333333335	0	1.5	17.5	0	0	0	1020.75555555556	0	262.875	0	7395.87872023809	118.611111111111	0	0	0	0	130.583333333334	3.5	3.5	73	182.020833333333	0	112.875	5.16666666666667	50.125	0	0	0	12.1666666666667	0	11.825	24.5	7.5	0	0.7	0	11.2083333333333	0	0	0	0	0	0	0	0	26.6166666666666	14.5	0	0	13	400825.008779762
0159_AQ29_10138_20190208_ST	408975	0	552.75	0	0.6	23	0	0	0	1189.91527777777	0	359.5	0.4	6343.30892857143	149.75	0	0	0	0	90.1666666666665	0.5	0.75	89.5	145.548611111111	0	47.8333333333333	2.5	42.1666666666667	0	0	0	0.75	0	14.9	12	0	0	0.2	0	16.7916666666667	0	0	0	0	0	0	0	0	31.7916666666667	38.9166666666667	0	0	2.91666666666667	399818.543849206
0159_BE31_82035_20200110_ST	407040	0	659.666666666665	0	1	7	0.5	0	0	1057.575	0	281	0	7943.44553571429	129.295833333333	0	0	0	0	128.666666666666	2	1.75	86	164.1875	0	135.375	4.66666666666667	46.25	0	0	0.25	12.25	0	15.675	28	0	0	0.366666666666666	0	17.5	0	0	0	0	0	0	0	0	30.1833333333334	7.45833333333335	0	0	96	396183.937797619
0159_AA34_42133_20190227_ST	406293	0	478.416666666667	0.25	4.2	15.5	0	0	0	1101.925	0	469.291666666667	5.13333333333333	5477.90714285714	186.846527777778	0	0	0	0	110.666666666667	1.5	13.8333333333333	105.5	145.861111111111	0	71.2916666666667	3.7	42.25	0	0	0.75	0.75	0	13.1666666666667	2	0.75	0	3.325	0	23.3333333333333	0	0	0	0	0	0	0	0.25	28.7916666666667	37.75	0	0	4.83333333333333	397943.226884921
0159_AP39_21016_20171117_ST	403012	0	542.583333333335	0	1.5	58.25	0	0	0	859.220833333334	0	409.875	1	7123.41428571428	123.352777777778	0.1	0	0	0	114.166666666667	1.5	1	103.5	146.444444444444	0	137.333333333333	8.83333333333333	48.9166666666667	0	0	3	11.5	0	15.1166666666666	37	0	0	0	0	5.375	0	0	0	0	0	0	0	0	41.7083333333333	13.25	0	0	8.5	393195.559325397
0159_AB10_26271_20190304_ST	396772	0	530.166666666665	0	3.1	77	0	0	0	877.126587301587	0	398.583333333333	0.666666666666667	6801.43348214285	120.325	0	0	2.5	0	129.666666666666	1.5	1.91666666666666	116	177.1875	0	99.2083333333333	14.6666666666667	48.9333333333334	0	0	2.375	8.75	0	12.6833333333333	28.1666666666667	0	0	0.25	0	8.54166666666665	0	0	0	0	0	0	0	0	35.875	14.8333333333333	0	0	8.5	387252.044097222
0159_AA34_42502_20191031_ST	396076	0	496.416666666667	0	1	25	0	0	0	1019.25972222222	0	368	1	6005.74389880952	137.819444444444	0	0	0	0	107.166666666667	1	1.08333333333334	100.5	154.236111111111	0	103.875	1.83333333333333	40.75	0	0	0	0	0	16.3083333333334	6	10.75	0	0	0	13.1666666666667	0	0	0	0	0	0	0	0	31.2916666666667	21.75	0	0	2	387410.049156746
0159_BE31_82018_20191106_ST	395414	0	604.416666666665	0	1.1	24	0	0	0	952.844444444444	0	338.875	2.66666666666667	6489.01622023809	122.716666666667	0	0	2.5	0	138.333333333334	2.5	4.58333333333333	99	176.381944444444	0	169.583333333333	9.8	48.25	0	0	0.5	7.5	0	12.4916666666666	24.5	0	0	2.40833333333333	0	8.70833333333335	0	0	0	0	0	0	0	0	40.3333333333333	30.9166666666667	0	0	16.25	386083.82405754
0159_AQ22_10405_20190522_ST	389213	0	520.5	0	26.85	5.5	0	0	0	1173.84583333333	0	367.541666666667	2.66666666666667	5761.70238095238	131.434027777778	0	0	1.5	0	157	0	0.666666666666665	87.5	154.784722222222	0	89.0416666666667	5.73333333333333	68.25	0	0	0	5.25	0	9.11666666666665	76.5	0.25	0	0.1	0	8.58333333333335	0	0	0	0	0	0	0	0	27.0833333333333	15.5	0	0	1	380515.099702381
0159_AP39_21105_20171117_ST	381561	0	524.083333333335	0	6.6	12	1	0	0	992.493055555556	0	246.708333333333	9.56666666666667	6862.06175595238	101.8375	0	0	0	0	83.5833333333335	5.5	12.9166666666667	70.5	170.618055555556	0	104.083333333333	4.33333333333333	35.8333333333333	0	0	3.75	6.5	0	8.43333333333335	20	0.375	0	3.05	0	14.7083333333333	0	0	0	0	0.166666666666666	0	0	0	17.7916666666667	19.2916666666667	0	0	27.6666666666667	372195.54796627
0159_AQ22_10437_20191001_ST	377610	0	611.583333333335	0	2	4.5	0	0	0	1037.74444444444	0	267.625	0	6819.97395833333	121.175	0	0	0	0	74.1666666666665	0.5	1.66666666666666	91	148.930555555556	0	106.583333333333	3.16666666666667	41.75	0	0	1	7.5	0	12.3	32.0833333333333	0	0	0.7	0	12.4166666666667	0	0	0	0	0	0	0	0	26.4583333333333	4.91666666666667	0	0	30.5	368149.759375
0159_AQ29_10014_20170828_ST	372251	0	540.416666666665	0	7.1	28	0	0	0	761.351388888889	0	380	2.06666666666667	8129.11086309523	129.225	0	0	2	0	92.8333333333335	4.5	6.58333333333335	96.5	143.388888888889	0	94.2916666666667	14.9	48	0	0	0	4	0	12.7333333333334	12.8333333333333	0.5	0	0.325	0	9.79166666666665	0	0	0	0	0	0	0	0	39.2916666666667	5.5	0	0	2.5	361683.25719246
0159_AA34_42149_20180619_ST	371106	0	498.75	2.5	12.125	7	0	0	0	1087.50555555556	0	321.25	15.3333333333333	6022.08720238096	80.7152777777779	0	0	0	0	101.75	12.5	36.3333333333333	64.0833333333335	180.388888888889	0	181.75	12.5	47.1666666666667	0	0	7.25	1.25	0	8.66666666666665	31.9166666666667	0.5	0	6.775	0	38.0833333333333	0	0	2.5	0	0	0	0	0	16.2083333333333	26.5833333333333	0	0	29.5	362253.028075397
0159_BA21_18002_20170929_ST	371092	0	471.75	0	0	54	0	0	0	918.525198412699	0	523.25	0	5123.07485119048	152.205555555556	0	0	0	0	55.1666666666665	0	0	72	115.541666666667	0	80.3333333333333	5	45.9583333333333	0	0	1.25	9.5	0	16.125	0	0	0	0	0	5.79166666666665	0	0	0	0	0	0	0	0	34.125	32.1666666666667	0	0	2.25	363373.986061508
0159_AP39_21103_20171121_ST	370265	0	517.666666666665	1.125	2.5	42.25	0.25	0.166666666666666	0	900.083333333333	0	411.904761904762	0.333333333333333	5968.74568452381	134.736111111111	0	0	0	0	104.5	3	0.5	106.5	139.534722222222	0	99.4166666666667	8.16666666666667	42.9166666666667	0	0	1.25	9	0	17.5273809523809	10.5833333333333	0	0	0.1	0	12.5	0	0	0	0	0	0	0	0	32.125	19.4166666666667	0	0	10	361668.201339286
0159_AP39_21011_20171025_ST	369970	0	503.25	0.5	15.1	12.5	1.25	0.25	0	801.602777777778	0	208.5	20.0666666666667	6445.95267857143	80.9819444444444	0	0	0	0	98.1666666666665	12.5	23.75	73.5	169.736111111111	0	120.541666666667	12.3333333333333	46.4166666666667	0	0	0	3.5	0	9.83333333333335	22	1.25	0	2.075	0	11.8333333333333	0	0	0	0	0	0	0	0	14.5833333333333	1.66666666666666	0	0	34.5	361221.859821428
0159_AF13_79000_20190220_ST	368412	0	591.333333333335	0	0	18	0	0	0	888.61746031746	0	319.75	1.66666666666667	6900.04687500001	117.4	0	0	2	0	88.5	1.5	5.5	80	148.020833333333	0	117.791666666667	9.83333333333333	54.1666666666665	0	0	2.375	14.25	0	11.3071428571429	11.5833333333333	0	0	2.025	0	20.3333333333333	0	0	0	0	0	0	0	0	24.1	24.625	0	0	24.3333333333333	358932.941021825
0159_AA34_42405_20190425_ST	363746	0	574.416666666665	0	7.4	34.5	0	0	0	906.293055555555	0	312	9.43333333333333	5463.97380952381	114.48125	0	0	0.5	0	110.333333333333	6	12.5833333333333	79	135.923611111111	0	101.666666666667	13.1666666666667	52.125	0	0	5.5	9.5	0	14.6666666666667	14.1666666666667	1.25	0	0.425	0	11.875	0	0	0	0	0	0	0	0	28.7916666666667	7.66666666666665	0	0	4.5	355713.861607143
0159_AN08_59037_20180806_ST	362074	0	522.583333333335	0	4	19.5	2	0	0	938.701388888889	0	320.375	0.333333333333333	6168.83125	113.016666666666	0	0	5	0	104.666666666667	1.5	3.5	78	145.354166666667	0	100.958333333333	3	42.25	0	0	0.5	3.75	0	12.6238095238095	21.1666666666667	0	0	1.4	0	13.0416666666667	0.5	0	0	0	0	0	0	0	29.4583333333333	33.3333333333333	0	0	28.8333333333333	353355.822718254
0159_AY44_33017_20170921_ST	359851	0	519.916666666665	0	5.5	7	2	0	0	986.818055555556	0	231.125	0.333333333333333	7800.52589285715	102.6	0	0	0	0	106.833333333333	1.5	1.25	77.5	146.604166666667	0	100.375	3.66666666666667	33.9166666666667	0	0	1	7.5	0	9.5	30.3333333333333	0	0	1.54166666666666	0	17.7916666666667	0	0	0	0	0	0	0	0	25.0416666666667	17.0416666666667	0	0	39.6666666666667	349574.118551587
0159_AP39_21146_20171214_ST	355597	0	551.166666666665	0	1.5	18.5	0.75	0	0	840.356349206349	0	241	0	7085.22604166667	87.9472222222222	0	0	2.5	0	113.5	2.5	1.5	74	167.784722222222	0	104.666666666667	7.16666666666667	44.4166666666667	0	0	0.125	11.5	0	11.05	7.08333333333335	0	0	0.2	0	13.1666666666667	0	0	0	0	0	0	0	0	30.375	38.2083333333333	0	0	3.5	346137.310664682
0159_AB10_101564_20190227_ST	354456	0	504.083333333335	0	0.5	36.25	0	0	0	823.390277777778	0	346.333333333333	0	5498.72321428571	94.4444444444443	0	0	1.5	0	83.25	2.5	0.5	80.5	167.465277777778	0	145.041666666667	7.5	34.5833333333333	0	0	0.75	17	0	14.05	12.6666666666667	0	0	0.625	0	7.375	0	0	0	0	0	0	0	0	27.75	17.5833333333333	0	0	8.5	346523.135119048
0159_AQ29_10044_20171212_ST	353798	0	794.333333333335	0	0	3	0.25	0	0	623.048611111111	0	295.25	0.333333333333333	7348.89017857143	74.5694444444446	0	0	0	0	127.916666666667	0	3	95	122.763888888889	0	81.9166666666667	3.46666666666667	50.125	0	0	0.125	29	0	4.525	0.166666666666666	0.125	0	0.8	0	2	0	0	0	0	0	0	0	0	36.375	1.16666666666666	0	0	0.5	344099.352876984
0159_AQ29_10008_20170712_ST	353456	0	509.666666666665	0	0.5	9	0	0	0	900.759722222222	0	184	0.333333333333333	7946.79821428571	110.861111111111	0	0	0	0	94.25	7	0	79.5	111.666666666667	0	86.4166666666667	6.66666666666667	45.625	0	0	0.625	19.25	0	11.925	23.1666666666667	2.5	0	0.55	0	11.3333333333333	0	0	0	0	0	0	0	0	22.7083333333333	4.41666666666667	0	0	2.66666666666667	343263.814285714
0159_BE31_82027_20200115_ST	353258	0	574.25	0	0.5	28	0	0	0	932.497222222222	0	313.083333333333	2.16666666666667	6385.01741071429	105.505555555555	0	0	0	0	109.25	1	3	82.5	129.048611111111	0	107.916666666667	2.66666666666667	49.125	0	0	0.875	9.08333333333335	0	11.1857142857143	14.4166666666667	0	0	1.86666666666666	0	14.5833333333333	0	0	0	0	0	0	0	0.25	28.9583333333333	13.1666666666667	0	0	1.5	344336.587152778
0159_BE31_82018_20191107_ST	351707	0	557.333333333335	0	0	16	0.25	0	0	867.833333333333	0	315.375	0.5	6000.72514880953	101.644444444445	0	0	1	0	110.5	1	2.5	89	145.118055555556	0	130.625	4	46.625	0	0	0.625	9.75	0	13.1607142857143	21	0	0	1.29166666666666	0	11.625	0	0	0	0	0	0	0	0	34.2666666666667	7.79166666666665	0	0	5	343212.459970238
0159_AP39_21084_20171121_ST	349438	0	550.833333333335	0	0	6	0	0	0	896.197222222222	0	341.125	0	6278.45	114.466666666666	0	0	2	0	144.5	1	6.08333333333335	80.5	140	0	146.833333333333	2.66666666666667	44.875	0	0	1.125	12.75	0	11.4583333333333	8.25	0	0	3.01666666666666	0	15.875	0	0	0	0	0	0	0	0	27.7666666666667	20.6666666666667	0	0	3.5	340578.061111111
0159_AS41_40011_20180102_ST	346376	0	448.5	0	0.625	34.5	0	0	0	863.490277777778	0	274.583333333333	0	6125.953125	123.641666666667	0	0	0	0	116.75	2.5	0.25	70.5	120.104166666667	0	89.3333333333333	3	37.975	0	0	1	6.25	0	13.55	8.83333333333335	0	0	0.4	0	13.2916666666667	0	0	0	0	0	0	0	0	25.625	10	0	0	19.3333333333333	337966.010763889
0159_AP39_21172_20180201_ST	343143	0	581.75	0	0.5	7.5	0	0	0	866.6875	0	205.5	0	6325.14181547619	94.9222222222222	0	0	5	0	133.583333333334	1	2.25	73.5	149.895833333333	0	87.9166666666667	2	44.625	0	0	0	13.5	0	12.175	24.9166666666667	0	0	1.5	0	18.2083333333333	0	0	0	0	0	0	0	0	24.7916666666667	4.66666666666667	0	0	10	334451.469295635
0159_AJ09_750067_20191202_ST	341465	0	577.416666666665	0	2.5	7	0	0	0	875.369444444444	0	267	0.333333333333333	6415.68541666667	100.055555555556	0	0	0	0	97.0833333333335	9.5	0.75	75.5	149.708333333333	0	80	6.66666666666667	46.2916666666667	0	0	2	15.25	0	11.6940476190476	24.75	0	0	1.225	0	14.625	0.25	0	0	0	0	0	0	0	27.7083333333333	1.5	0	0	15.5	332639.637202381
0159_AN08_59016_20180410_ST	336432	0	541.416666666665	0	8	6	0.25	0	0	947.306944444445	0	209.875	5.66666666666667	6692.57068452381	78.4750000000002	0	0	0	0	78.9166666666665	1.5	3.75	65.5	154.4375	0	108.833333333333	8	40.9583333333333	0	0	0	5.41666666666665	0	9.10357142857143	17.5	0.375	0	0.65	0	23.7083333333333	0	0	0	0	0	0	0	0	21.2083333333333	13.75	0	0	14	327374.831299603
0159_AP39_21031_20171208_ST	336062	0	531.416666666665	0	0.25	9	1	0	0	826.645833333333	0	262.5	0	7196.24270833334	92.0333333333332	0	0	0	0	90	0	1.5	79	155.791666666667	0	51.5833333333333	5.33333333333333	39.7916666666667	0	0	0.125	9.75	0	10.2	18.1666666666667	0	0	0.4	0	14.625	0	0	0	0	0	0	0	0	21.1666666666667	26.7083333333333	0	0	23	326595.769791667
0159_AB10_26379_20190116_ST	329041	0	408.666666666667	0	23.7	0.5	0.5	0	0	765.138293650794	0	200.844444444445	43.9666666666667	3703.28854166667	110.649305555556	0	0	0	0	61.5416666666665	20.5	41.8333333333333	38.25	179.451388888889	0	114.041666666667	14.6666666666667	33.0416666666667	0	0	0	1.75	0	5.18333333333335	24.75	0	0	4.025	0	1.04166666666666	0	0	0	0	0.333333333333333	0	0	0	7.25	0.666666666666665	0	0	12.5	323222.91969246
0159_AH05_15003_20171207_ST	328806	0	542	0	0	25	0	0	0	722.534722222222	0	308.25	0.333333333333333	6025.72633928571	105.580555555556	0	0	0	0	130.166666666666	0	1.25	80.5	140.25	0	81.5416666666667	6.56666666666667	48.875	0	0	1	4.83333333333333	0.5	10.8630952380952	8.91666666666665	0	0	0.5	0	12.7916666666667	0	0	0	0	0	0	0	0	28.5833333333333	1.58333333333334	0	0	22	320495.853621032
0159_AQ22_10428_20190912_ST	323936	0	489.666666666667	0	1.25	18.5	0	0	0	792.075	0	358.625	0.333333333333333	4731.64732142857	111.169444444444	0	0	0	0	91	1	3.75	86.5	133.229166666667	0	113.958333333333	2.83333333333333	47.5	0	0	0.25	7.75	0	12.675	13	0.75	0	1.28333333333333	0	8.66666666666665	0	0	0	0	0	0	0	0	32.0416666666667	13.8916666666666	0	0	2.58333333333333	316860.070734127
0159_AA34_42304_201812213_ST	323553	0	609.416666666665	0	1	2	0	0	0	870.097222222222	0	157	0.333333333333333	6578.05758928571	81.8888888888889	0	0	0	0	96	4.5	4.41666666666667	91.5	144.048611111111	0	116.25	1	55.375	0	0	0	3	0	11.825	25.3333333333333	2.5	0	0.7	0	11.1666666666667	0	0	0	0	0	0	0	0	25.625	10.5	0	0	44.5	314604.966021825
0159_AP39_21039_20171025_ST	323330	0	458.666666666667	0	3.625	6.75	0.25	0	0	780.001388888889	0	321.25	0	5126.25758928571	112.325	0	0	0	0	91	0	0.666666666666665	72	129.409722222222	0	128.875	3	42.1416666666667	0	0	1.25	16.5	0	13.875	26.75	0	0	0.4	0	8.20833333333335	0	0	0	0	0	0	0	0	32.875	35.5833333333333	0	0	2.75	315915.589632937
