sample_id	total	organic_substance_metabolic_process	carbohydrate_metabolic_process	cellular_aldehyde_metabolic_process	organic_acid_metabolic_process	lipid_metabolic_process	flavonoid_metabolic_process	carbon_fixation	ether_metabolic_process	organometal_metabolic_process	cyanide_metabolic_process	organophosphate_metabolic_process	alkanesulfonate_metabolic_process	choline_metabolic_process	polyketide_metabolic_process	thioester_metabolic_process	cellular_ketone_metabolic_process	macromolecule_metabolic_process	S_adenosylmethionine_metabolic_process	hydrocarbon_metabolic_process	olefinic_compound_metabolic_process	acetate_ester_metabolic_process	carbohydrate_derivative_metabolic_process	organic_cyclic_compound_metabolic_process	poly_hydroxyalkanoate__metabolic_process	organonitrogen_compound_metabolic_process	fatty_acid_derivative_metabolic_process	organic_substance_catabolic_process	organic_substance_biosynthetic_process	organic_hydroxy_compound_metabolic_process	Remaining
0159_AQ11_10150_20181221_ST	15261943	52975.3333333333	773999.192011298	5165.53020833333	197763.433427842	72955.171720679	0	618	0	3.16666666666667	0	97788.4503261047	4.1	112.375	62.2608796296296	1839.00162037037	6341.51319444445	2158291.58117509	2045.80555555555	251.975694444444	1.08333333333333	0.277777777777778	198735.047097347	283413.505160313	14.25	463967.233553261	371.166666666667	101017.732633611	157420.334732347	25036.1879313973	10661749.2903001
0159_AZ03_32038_20181018_ST	15153857	27026.6666666667	991843.092469503	2850.75486111111	177639.224515331	72097.2970908657	0	42.5833333333333	0.25	0.166666666666667	0	84246.0027160136	2	34.625	603.10462962963	1430.37513888889	7590.73912037038	2040078.95541593	1299.33333333333	134.819444444444	2.13333333333333	0	184233.794528219	263808.441230969	1.875	436213.68246706	135.8	122115.862439282	143638.006681892	20785.3809027778	10576002.0330144
0159_AP39_21368_20180504_ST_E21	14980858	32951.6666666667	1085993.56246785	3692.36736111111	185481.136660181	73562.5249644817	0	340	0.0625	2.16666666666667	0	85743.0196769976	0	357.625	240.287962962963	1715.00416666667	6759.97708333333	1858971.94908234	1385.75	86.6423611111112	0.314583333333333	0	187012.600704549	254029.785607486	12	425189.630740392	584.766666666667	122452.62082476	149894.069992054	22307.8019290123	10482090.6663314
0159_AK37_71066_20190709_ST	14686117	34025.1666666667	752404.495375714	4102.42476851852	192939.171617299	70880.9156906365	0	878.333333333333	0.277777777777778	2.5	0	90769.1356358443	10.95	205.8	179.285185185185	1967.42643518518	6236.41446759258	1931683.02249654	1844.01388888888	502.29513888889	1.16319444444444	0.344444444444444	180839.001775097	275375.474434859	22.875	431236.946922503	409.7	93840.4334428048	156717.516165834	20540.125462963	10438501.790679
0159_AP39_21371_20180409_ST_E21	14644729	38090.3333333333	915269.719618054	3445.92152777778	177276.962787857	71942.5399518498	0	266.083333333333	0.25	1.16666666666667	0	84203.9814909122	5.25	101.9375	226.559722222222	1554.22833333333	6949.59016203703	1972820.78077125	1495.05555555555	166.215277777778	0.822222222222222	0.333333333333333	175358.730463514	263559.466174432	34.875	409989.224055858	255.033333333333	115621.96958788	143429.74448886	19359.7738601291	10243302.4514485
0159_AV42_66160_20190805_ST	14514933	43253.1666666667	841872.319883358	3376.81481481481	186374.175748527	69069.5704791801	0	547.916666666667	0	7	0	86292.6827539152	3.5	172.125	172.411111111111	1505.45416666667	5810.60594135802	1944239.31668746	1538.63888888889	818.243055555556	0.416666666666667	0.5	181797.253138779	266046.47771767	4.875	414965.91598181	276.2	101604.383403283	151863.30489876	21377.6243138227	10191942.107015
0159_AP39_21231_20180727_ST_E21	14453496	38023.8333333333	834868.973763593	3512.33908730159	179275.691024496	66548.5798776455	0	1076.28333333333	0.833333333333333	0.166666666666667	0	86733.1008278047	21	225.375	105.36875	1957.43148148148	5281.07716049382	1956260.66692347	1673.91666666667	288.326388888889	0.777777777777778	0	176083.447048933	268240.396103342	43.5	408968.812843291	516	102011.651129292	144253.357626403	22123.2420855379	10155401.8517669
0159_AQ11_10126_20181116_ST	14364886	34933.8333333333	894389.767810294	3123.07628968254	171547.879772817	66891.1940353714	0	313.25	0	1.33333333333333	0	79971.2922372154	2.65	117.625	149.574537037037	1435.73864197531	5394.52592592592	1990085.59763007	1448.16666666667	109.291666666667	0.0833333333333332	0	172099.240746487	261502.880142694	6.75	394903.279829592	257.077777777778	108646.860054365	141121.873175522	19583.6545662478	10016849.5034936
0159_AZ03_32033_20180922_ST	14268874	27209.25	693826.640963956	4231.99791666667	187523.133284724	67039.3263663977	0	2508.81666666667	0.25	0.333333333333333	0	83360.6810490612	402.5	1500.5	162.675	2099.99421296296	11054.1952546296	1787263.68535354	1244.97222222222	325.586805555555	23.6111111111111	0	187102.434931964	247831.617434994	117.375	395097.481226845	1428.33333333333	84052.9105929111	148866.943823027	28505.2763320206	10306093.4777841
0159_AB10_26288_20181210_ST	14040796	30875.1666666667	739516.923793908	4081.21433531746	184559.292164719	70496.7331459435	0	1735.58333333333	0	1.66666666666667	0	84950.8690821422	256.65	1002.375	121.918518518519	1987.56087962963	9212.89756944443	1767073.31919459	1336.5	211.607638888889	4.11736111111111	0	180648.024276314	245436.21880223	50.625	405971.159889036	691.258333333333	94786.6843842317	147797.137493662	26231.8547619048	10041758.6417084
0159_AK37_71057_20190430_ST	13927355	28862.5	778460.25844682	3556.72743055556	189742.237736366	75140.5930056183	0	1852.11666666667	0.166666666666667	4.66666666666667	0	80828.3329310577	240	1131.875	441.718518518519	1890.60638888889	10561.0234953704	1601121.68306715	1452.25	144.09375	21.6506944444444	0.388888888888889	185580.652770205	229235.247939094	112.125	392035.375904206	936.333333333333	96625.3866931137	163517.884307152	26272.0540481702	10057587.0506511
0159_AP39_21215_20180801_ST_E21	13925779	33157.25	725065.551240081	4089.09801587302	189886.905404373	69145.2435025965	0	1011.38333333333	0	5.16666666666667	0	87382.6965227401	134.4	507	126.915740740741	1847.80560185185	7061.58101851852	1788488.07609127	1344.45833333333	128.190972222222	47.8849206349206	0.125	175569.195686234	257116.479413649	21.625	400858.667637853	643.966666666667	87939.792912977	149993.004634064	24283.1636959877	9919923.37198834
0159_AY44_33022_20170915_ST	13898439	24366.4166666667	785499.449088772	3280.31527777778	181343.365402089	71575.5216572972	0	1225.58333333333	0	1.33333333333333	0	88118.1424469164	0	53	143.381481481481	1410.0225	6995.52800925926	1801362.6134544	1277.63888888889	39.2986111111112	1	0.111111111111111	174507.781307932	255275.493433969	6	412528.672768353	285.866666666667	91897.1164114859	141333.706121395	19122.4957947531	9836789.14623301
0159_AV42_66184_20190930_ST	13896244	18515.1666666667	786540.057891498	3203.0820436508	170688.642677809	69619.1856931585	0	97.5	0	2	0	85083.7066825887	0	59.25	103.527777777778	1851.345	5493.08634259259	1790770.24581496	1278	49.0833333333333	0	0	167613.477927169	250399.698312769	43.125	392511.78865941	223.941666666667	101012.977877489	140559.041802042	18844.1241898148	9891681.9446406
0159_AP39_21086_20180503_ST	13882181	39407	1025173.18036173	2916.53541666666	165256.979278237	64901.82924199	0	697.75	0	0.333333333333333	0	75717.319204461	0	130.875	133.709259259259	1227.67111111111	6698.59583333334	1764559.27393388	1059.25	95.0868055555556	0.0833333333333333	0	164476.73692396	231643.292467931	42.75	391484.038591059	379.4	121575.080675338	126540.692377645	18782.0051311728	9679281.53171999
0159_AP39_21325_20180920_ST_E21	13870794	32043.5	857900.470002937	3507.03090277778	174831.246052331	65243.8581367578	0	513.333333333333	0.166666666666667	0.833333333333333	0	94360.0964961583	4	114.375	248.225	1357.72574074074	5687.50555555556	1889520.10080651	1302.25	90.7430555555556	0.333333333333333	0.0555555555555556	176307.267232112	247611.50191109	28.125	436804.336881927	387.566666666667	98700.760828465	134279.709309345	20423.2914792769	9629525.59171957
0159_AP39_21284_20190102_ST_E21	13759188	76446	879382.649460797	2668.88125	187285.186640717	74038.2821042769	0	947.25	0	0.583333333333333	0	85425.941308248	0	94.25	97.4472222222222	981.810370370371	8938.68055555555	1663793.81698725	1192.5	30.5347222222222	0	9.44444444444444	186734.330199239	223675.647842245	3	418024.599492798	198.566666666667	99854.6317686288	141330.766925223	23684.4984375	9684348.70026826
0159_AZ03_32051_20190819_ST	13692080	35665.8333333333	805076.133104273	3525.41180555556	167408.004669067	71414.3574795853	0	669	0.833333333333333	5.33333333333333	0	79142.7755266918	63.3	143.25	285.473148148148	1534.07462962963	5783.82229938272	1829644.5827806	1504.25	258.881944444445	2	0	160999.449774918	248691.24509374	19.5	394457.254804928	473.266666666667	102213.107647692	138321.833266757	19279.7250137787	9625497.30034414
0159_AP39_21278_20180823_ST_E21	13683931	26371.5	582110.923309818	3538.34375	176356.358637115	61250.5035452074	0.666666666666667	789.083333333333	0.0625	41.1388888888888	0	75827.5412575323	16.15	393.125	1004.03888888889	1926.73851851852	3666.42168209876	2137006.93996271	1808.83333333333	126.791666666667	2.96180555555556	0.0740740740740741	200814.694802914	289691.104961171	6.75	359671.767567962	1725.56666666667	83974.3277161412	128030.877954451	20414.4517967372	9527363.26171356
0159_AP39_21216_20180227_ST_E21	13534973	26506	795589.66875459	3301.375	165601.390251185	62710.9448648466	0	1304.58333333333	0	0	0	79652.0885445704	11.5	112.75	92.437962962963	1388.49912037037	5777.72569444445	1807353.3174346	1230.08333333333	72.0451388888889	0.133333333333333	0.234567901234568	168183.986263452	243162.488659879	7.5	380831.218933556	214.733333333333	96642.7287566904	132319.955201773	18608.5155809083	9544297.09593605
0159_AP39_21056_20180125_ST	13415072	25415.5	949149.487392526	3171.43958333333	170676.098475134	64822.3270588379	0	443	0	4.66666666666667	0	79006.4832937375	11	112	41.7	1308.68143518518	8567.11412037036	1669718.57980794	1148.125	56.3541666666667	0.555555555555555	0	174132.564581741	225699.301176265	25.5	392549.745219201	264.566666666667	118671.432798415	129610.873116234	19717.3846781305	9380747.5192074
0159_AP39_21141_20180213_ST	13287340	44756.8333333333	667647.583491329	4326.9060515873	174626.685476031	69206.702704208	0	158.333333333333	0.270833333333333	0.5	0	84936.2091225851	6.5	85.125	138.226851851852	1530.09592592593	4923.20810185185	1768037.97400805	1425.09722222222	109.965277777778	0.222222222222222	0.0555555555555556	164344.127661496	250210.302349644	47.125	384732.240558271	256.420833333333	79792.2501783418	144037.453256816	20170.6780934343	9421832.90755747
0159_BC12_41015_20171213_ST	13235486	29201.6666666667	695564.037509187	3982.36706349206	174306.887289159	68648.8543981482	0	1411.58333333333	0	0	0	86262.585184236	8.05	74.75	75.9601851851852	1545.2124691358	5416.50069444443	1726274.85601576	1413.55555555555	55.5347222222223	0.902777777777779	0.0555555555555556	163373.970983837	244490.306993713	29.625	389915.497859764	167.033333333333	83312.7156006577	140187.921631416	18806.3706762566	9400959.19850116
0159_AP39_21310_20180719_ST_E21	13117571	33192.5	814684.851798583	3038.02624007936	162271.567134607	64153.5007591624	0	695.666666666667	0.75	5.33333333333333	0	76503.5152220252	5.6	83	382.566666666667	1487.33935185185	6098.80034722221	1760013.55529531	1364.33333333333	114.795138888889	0.95	0.0555555555555556	160373.289871384	236719.258926037	23.625	368922.023471717	256.7	101879.428846891	129296.749947654	18672.2591625581	9177330.95793047
0159_AZ03_32023_20180717_ST	12965349	28203.5	587827.675678829	4373.98217592593	173219.047420693	63652.4430039482	0	1527.25	0.166666666666667	1.33333333333333	0	80849.6096856424	234.9	144.25	193.093518518519	1991.4800308642	6534.19259259259	1682931.8714988	1420.77777777778	264.09375	4.19791666666667	1.27777777777778	163084.95226112	241071.47230037	39	373133.583065547	600.915277777778	77845.7203143188	138527.147064213	23761.265291807	9313909.80159681
0159_AP39_21331_20190102_ST_E21	12938281	16800.0833333333	720481.608987192	3491.23958333333	163692.535540313	61027.4475772106	0	1321.58333333333	0.166666666666667	2.33333333333333	0	75671.6428644864	82.5	587.25	402.415509259259	1657.91856481481	5912.82175925926	1655532.68104334	1062.41666666667	148.149305555556	30.5381944444444	0	152408.686614859	231420.785233676	41.625	358304.195994791	440.6	87364.5052681327	126996.136839461	20726.4245425485	9252672.70824399
0159_AA34_42476_20191015_ST	12799296	36545.6666666667	768475.840583663	3587.75138888889	162527.068043553	68694.0475564452	0	1311.66666666667	0	2.5	0	76693.3895785206	0.5	218.375	199.761805555556	1256.3337962963	6924.51018518519	1671214.47394057	1281.80555555555	814.430555555556	1.42916666666667	0.111111111111111	165715.313926409	228509.774737413	28.125	375623.899941146	381.333333333333	85970.9260818392	130494.361351598	18217.9095854377	8994604.69444193
0159_AA34_42100_20180523_ST	12774147	50139.5	669597.959813162	3211.30902777778	162794.579566386	63526.2828023957	0	4344.58333333333	0	0	0	76728.889974336	49	1314.75	219.990740740741	1926.16393518519	7570.71354166668	1587198.55677284	1616.56944444444	25.1111111111111	4.61111111111111	0	164126.844731102	228406.597723302	0	356878.4337314	285	80271.8577806796	134896.541693007	24297.2272238756	9154715.92594215
0159_BB02_45014_20191203_ST	12693372	11995	318990.830919312	5151.52893518519	195833.036097332	62895.3103027631	0	8015.83333333333	0	0	0	75858.9685520976	888.5	3608.875	200.513888888889	3136.84629629629	19827.2569444444	1208707.55750661	645.75	0.333333333333333	14.03125	0	193645.088123714	195565.978174999	0	346441.002957084	3438.2	46326.0812817828	154690.867521587	40620.5770171957	9796874.03256404
0159_AP39_21061_20180816_ST	12583931	29084.0833333333	783275.949458959	3105.25208333333	164137.434076052	59883.3035356041	0	351.166666666667	0	0.5	0	76584.8357691911	3.3	141.5	239.788888888889	1331.40699074074	5487.81030092592	1620189.64511317	1289.875	115.208333333333	0.722222222222222	0.0555555555555556	152627.107321429	224087.359392843	19.125	366577.599404688	346.966666666667	91109.6075744048	124419.917632137	18440.5859815917	8861080.89369827
0159_AP39_21407_20180911_ST_E21	12557001	41977.4166666667	335967.387911574	7367.80104166666	201733.57940805	82118.2521645022	0	3178.36666666667	9.33333333333333	0.5	0	80206.7429094074	715.5	2043.5	588.047288359788	3195.87226851852	18570.9627700617	1219350.05843454	982.125	1466.21180555556	381.336805555556	60.7222222222223	175035.181578644	200815.045827803	1742.25	351766.396320082	1141.9	59284.6582873233	160840.560962145	36972.1108047238	9569489.17952261
0159_AQ29_10020_20170913_ST	12478391	43041.5	600591.266268005	3538.51438492064	168318.978525554	63207.8565512484	0	946.166666666667	0	0.833333333333333	0	81193.2646138611	1.35	70.25	36.5236111111111	1585.69351851852	4787.20877425045	1732947.13476347	1570.40277777778	116.434027777778	0.0833333333333332	0.333333333333333	155475.645306539	235649.732405371	12.375	382905.669953176	247.783333333333	72091.2773231004	131887.626055394	21283.8309597424	8776883.26518019
0159_AY44_33160_20190423_ST	12441671	34558.3333333333	587671.156214008	3983.8207010582	172136.207613744	60410.3876045229	0	1858.35	0.75	0	0	77149.5150505575	236.45	1737.925	121.429398148148	2051.16026234568	8164.76516203705	1525031.68143063	1442.81944444444	691.659722222223	158.297222222222	0.233333333333333	160199.091462742	224773.182008192	13.5	347134.463326883	749.177777777778	75870.746004801	129483.1973881	26518.7851934524	8999523.91534545
0159_AV42_66162_20190810_ST	12425518	25848.6666666667	687183.767635765	3108.31319444445	159378.918059597	62462.8242008378	0	134.033333333333	0	0.166666666666667	0	77523.1232804692	6.5	74.375	91.8777777777778	1212.89032407407	5591.65104166668	1589711.69370407	1122.22222222222	37.6909722222222	0.888888888888889	0	151813.825135092	223733.350958033	27.75	360091.179671572	191.066666666667	85666.0654659024	127917.947762621	17588.2240354938	8844998.98733591
0159_AP39_21317_20180801_ST_E21	12386349	28268.3333333333	695708.391428755	3385.55347222222	154741.657140092	58759.4592013888	0	994.5	0.5	1.33333333333333	0	73951.1319955275	2.6	125.5	187.424074074074	1313.09166666667	5900.77723765433	1678384.40115465	1197.33333333333	91.65625	1	0.444444444444444	153710.079005712	227388.569625898	33	351115.504092066	254.6	82943.7449237581	123353.954758008	18595.4613425926	8725938.99818649
0159_AB10_26038_20180403_ST	12351819	30577.5833333333	635068.436855159	3528.05148809524	174088.299134362	59936.2835227273	0	2967.83333333333	0	10.6666666666667	0	81082.3652115381	32.2	347.875	321.781481481481	1815.39212962963	4403.18310185186	1536746.63178946	2057.77777777778	2800.04166666667	0.583333333333333	0	154246.287521893	233553.148533684	48	359129.13966485	1179.8	71802.3549332655	146311.784813827	21310.8916208213	8828452.60708625
0159_AP39_21057_20180521_ST	12338532	34226.75	660773.375282755	2817.52063492064	163443.525503608	65581.9478485249	0	344.083333333333	0	0.5	0	77238.7567116769	3.5	159.375	148.625	1905.29453703704	6773.27233796295	1659372.97925535	1590.33333333333	183.0625	1.59444444444444	0.111111111111111	147963.336502548	235122.390909346	66.375	364674.083042056	189.366666666667	83367.6738953691	130519.811953269	18003.1353663119	8684061.21983038
0159_AP39_21224_20180730_ST_E21	12286507	25482.8333333333	878232.354083995	3019.69305555556	151835.620793531	61449.895355367	0	178.5	0.0277777777777778	1.5	0	70197.7712366288	0.6	306.25	223.506944444444	1380.7137037037	5599.31550925926	1495754.76927635	1146.05555555555	81.7048611111112	0.408333333333333	0.111111111111111	152390.003091804	205408.896137171	3.25	350255.780579542	522.25	98208.1887598594	124342.842148568	18362.905489418	8642121.25286259
0159_AB18_26455_20190227_ST	12157781	26698.8333333333	803793.06318793	2877.00347222222	153055.333763731	60736.6203659862	0	694.416666666667	0	7	0	73609.5607473137	0	132	298.358101851852	1397.79898148148	5931.1324074074	1508284.664303	1117.16666666667	96.1458333333333	2.48958333333333	0	151794.884190244	212192.054755956	50.25	352111.133778503	476.633333333333	95763.2768628749	121599.02985495	18506.3923611111	8566555.75744877
0159_AP39_21052_20180510_ST	12131286	29490	799282.199445179	3160.92853835979	162191.147485012	65032.7059992284	0	185.333333333333	0	0.166666666666667	0	77686.3704259239	3.45	54	85.0462962962961	1424.37333333333	5812.65596064814	1534289.05442019	1238.44444444444	26.0051256613757	0.167824074074074	0	153757.027368337	214230.910328602	28.5	367344.971147891	162.475	94124.5475392232	125837.83165484	17700.5070656966	8478137.18059706
0159_AB18_26347_20190211_ST	12119708	28953.1666666667	647909.936526308	3052.34201388889	153921.339654118	61276.9326427302	0	154.333333333333	0.75	1.83333333333333	0	75315.8306660808	0	109.125	55.8615740740741	1322.20101851852	4942.77314814815	1636660.84794345	1319.33333333333	99.1944444444446	0.15	0	141573.359826399	225782.589697914	16.5	344364.439454787	159.766666666667	75711.3800887346	125262.824267626	17172.8008470118	8574568.38785244
0159_AP39_21316_20180604_ST_E21	11989247	30141.0833333333	758817.951835316	2528.53009259259	146107.763977587	62588.0520585317	0	246.25	0	1.83333333333333	0	71578.8107685328	0	197.625	135.982407407407	1121.41111111111	5956.83888888889	1622771.70274195	997.694444444445	35.4930555555556	0.177083333333333	0.0555555555555556	148684.722821951	209935.596264816	35.25	352655.319897407	224.2	97123.1100147433	121414.369601628	17457.6927854938	8338489.48292648
0159_AP39_21393_20180418_ST_E21	11942620	33057.8333333333	723216.083453664	2705.76666666667	154242.627942497	62533.9359987385	0	551.5	0	0.166666666666667	0	71592.35140971	1.65	111.875	186.22037037037	1116.3087962963	5626.85717592593	1547274.52437904	1113.72222222222	38.7986111111111	0.666666666666667	0.0555555555555556	146772.598440715	209227.547494758	9	352293.474794569	253.2	89934.1536845821	120376.117005071	17259.8184165564	8403123.14591528
0159_AV42_66136_20190805_ST	11787430	21117.9166666667	894832.191451722	2460.93402777777	124076.042057751	52710.6610284392	0	282.583333333333	0	1.66666666666667	0	63106.251646805	0	111	142.835185185185	1348.11944444444	4857.58194444444	1500531.21877405	1088.25	337.631944444444	0.604166666666667	0.222222222222222	147461.094514256	192123.78301971	2.25	310787.965748924	266.2	102305.099385008	106762.871946167	15481.4790509259	8245233.54577439
0159_AP39_21302_20181004_ST_E21	11781775	41232.3333333333	659427.2693829	2941.88005952381	151116.890785512	57580.8931918111	0	661.95	0	1.16666666666667	0.0333333333333333	68472.2942480118	95.1	707.875	149.437235449735	1286.42	6658.63796296296	1533471.41362801	1070.09722222222	184.243055555556	38.6666666666667	0	150413.260975896	204288.207661184	3.75	333551.121093585	168.066666666667	81757.1016135881	119145.43718772	19691.3747988316	8347660.07823057
0159_AK37_71072_20191003_ST	11764136	27408	671202.789095569	2590.29573412698	147752.305510885	57134.9599148173	0	750	0	2.5	0	70195.1661247009	41.45	323.125	177.941666666667	1409.28106481481	6390.67974537036	1506609.41803201	1105.72222222222	108.354166666667	1.12083333333333	0	150909.834872165	207471.830526112	11.625	347366.007559375	261.266666666667	91010.3734347915	118295.345045726	18129.350564925	8337477.25721906
0159_AP39_21384_20180520_ST_E21	11744006	25593.3333333333	789014.853948045	3190.93715277778	140649.227298731	53841.6293131798	0	795.166666666667	0	1.66666666666667	0	69872.7790515944	3	94	223.040740740741	1335.70689814815	4126.19438657408	1493370.2673303	1009.80555555555	135.600694444444	0.53125	0.111111111111111	146512.22566828	204271.217995113	31.875	330657.8881866	268.704166666667	97842.2432383003	111637.726652134	18253.7575727513	8251272.51012229
0159_AZ03_32027_20180806_ST	11740516	27599	721388.138624338	3196.96359126984	143068.429783251	56404.9118726395	0	554.666666666667	0	3	0	67511.0733162682	18.5	203	289.097685185185	1350.94425925926	4946.58981481482	1506870.55456274	1096.625	135.649305555556	0.313888888888889	0	146726.379863928	204413.483540668	87	330974.393234555	495.783333333333	86228.7808480611	115493.322316606	17536.6307173922	8303922.76777458
0159_AP39_21333_20181113_ST_E21	11687417	33147.5	639446.618812464	3162.90555555556	148886.331096846	54864.1819223986	0.333333333333333	1074.41666666667	0	3.66666666666667	0	73538.8370314898	35.8	247.5	130.373148148148	1364.85541666667	5460.85023148147	1540462.73948045	1113.875	92.7048611111113	0.4375	0	151053.548080908	212383.687364787	38.25	348450.853754483	367.8	79017.5892307375	120365.17174013	18798.2787946429	8253907.89431103
0159_AB18_26692_20200820_ST	11528103	18348.5	444934.8791584	3981.09375	157324.678468364	58213.6316936728	0	3717	0.166666666666667	1.16666666666667	0	68398.2732892365	668.5	4390.25	141.141666666667	2249.99226851852	12681.3020833333	1262339.3397698	781.083333333333	47.5277777777778	0	0	160322.450277594	182241.956254436	0	315985.120655478	1441.83333333333	58169.5269196888	150899.245780469	28660.9120122355	8592163.42817433
0159_AQ11_10135_20190122_ST	11421929	36246.3333333333	488689.396486442	2919.99351851852	153056.415153788	56084.4522045855	0	490.25	0	5	0	75389.6952324102	2	167.125	101.286111111111	1529.40712962963	4055.61412037037	1558216.3643344	1409.20833333333	61.8715277777777	0.166666666666667	0.388888888888889	139630.794233519	219831.777632089	6.375	339758.44838929	423.6	63222.2024858539	122506.293043691	19474.2317377646	8138650.30943654
0159_AZ03_32022_20201016_ST	11368815	22598.6666666667	731175.451341631	2607.58263888889	139625.901466346	54443.0658408657	0	97.0833333333333	0.333333333333333	2.33333333333333	0	65917.4865359582	0	110.25	142.249074074074	1080.75087962963	5636.14056712963	1461680.27245111	1092.66666666667	79.4791666666667	0.177083333333333	0.111111111111111	135069.619812044	197578.151877854	29.25	324768.043536035	239.266666666667	91911.7436448761	111681.837150575	15978.1149801587	8005268.97084171
0159_AB18_26457_20190318_ST	11361486	20572.9166666667	459380.224239418	5234.27083333333	153209.727433495	50904.1925218621	0	1506.41666666667	0	20.1666666666667	0	75772.7428921407	148.5	855.375	322.347222222222	1906.27895061728	4838.62152777778	1356021.76195564	1244.41666666667	38.8888888888889	1.28819444444444	0.0555555555555556	150858.054996673	217325.575583176	6.75	309077.023166184	1127.22222222222	54244.8295385986	121729.711278108	20334.3164351852	8354804.32489779
0159_AZ03_32065_20190126_ST	11293276	31548.25	630636.57625294	2553.85497685185	143780.600834472	62454.6136252572	0	162.5	0.75	0	0	69547.463132073	2.4	99.25	191.410648148148	1043.83851851852	4580.02453703704	1535698.42903564	1013.97222222222	58.5590277777777	0	0.0555555555555556	132389.221424101	204824.294582696	18	330117.296815204	123.8	74728.2505347247	115747.782707461	16495.4298611111	7935459.3757082
0159_AB18_26640_20200517_ST	11285747	28551.4166666667	750026.915707673	2358.79930555556	139026.949659529	53990.5175950421	0	941.75	0	3.58333333333333	0	61767.0883707092	85.8	646.5	262.172222222222	1300.14444444444	6355.44791666667	1350316.21595569	943.833333333333	204.763888888889	42.2666666666667	0.333333333333333	142574.635837987	183261.19104739	10.875	310475.20559375	349.616666666667	90025.4047448038	106482.761504	19013.1250606261	8036729.68614502
0159_AP39_21246_20181017_ST_E21	11282241	25122	690723.086019086	3121.75540674603	145786.602276478	57111.7205317059	0	1334.25	0	0.888888888888888	0	66137.5600996758	177	699.375	268.614814814815	1428.27481481482	7996.10543981482	1351631.56248499	964.125	61.0590277777777	0	0.0555555555555556	146175.781312167	192150.512793169	18.75	321525.701054902	625.1	85175.0747370614	112155.761817791	18634.6970082772	8053215.58591628
0159_AZ03_32056_20190914_ST	11158712	24005.6666666667	519564.840071098	3162.80486111111	159680.34410402	50575.9149290246	0	649.416666666667	0	1.33333333333333	0	70279.2762677694	104.5	364.875	119.110416666667	1621.21083333333	7543.39629629631	1427631.36684579	1342	120.350694444444	0.511111111111111	0	144613.371554661	208176.344187043	25.125	337590.69337094	489.954166666667	72398.8635431059	124193.08062399	17178.366035604	7987279.28342066
0159_AP39_21321_20180731_ST_E21	11033223	21371.1666666667	722693.512169312	3585.36921296296	137712.731228781	51710.2219393004	0	3111.16666666667	0	4	0	61097.2579247603	128.5	586.125	198.841203703704	1596.94453703704	6422.11824845679	1297551.37075638	728.166666666667	84.7708333333333	19.2118055555556	0	136162.531806117	179811.39518036	4.5	300191.343276103	472.683333333333	83719.6763383671	102053.837844019	19951.4939153439	7902254.06344677
