sample_id	total	carboxy_lyase_activity	aminocarboxymuconate_semialdehyde_decarboxylase_activity	adenosylmethionine_decarboxylase_activity	aromatic_L_amino_acid_decarboxylase_activity	aspartate_1_decarboxylase_activity	diphosphomevalonate_decarboxylase_activity	glutamate_decarboxylase_activity	histidine_decarboxylase_activity	indole_3_glycerol_phosphate_synthase_activity	ornithine_decarboxylase_activity	orotidine_5__phosphate_decarboxylase_activity	phosphatidylserine_decarboxylase_activity	phosphoenolpyruvate_carboxykinase_activity	phosphopantothenoylcysteine_decarboxylase_activity	phosphoribosylaminoimidazole_carboxylase_activity	pyruvate_decarboxylase_activity	tyrosine_decarboxylase_activity	uroporphyrinogen_decarboxylase_activity	gamma_glutamyl_carboxylase_activity	X2_oxoglutarate_decarboxylase_activity	X3_octaprenyl_4_hydroxybenzoate_carboxy_lyase_activity	arginine_decarboxylase_activity	diaminopimelate_decarboxylase_activity	lysine_decarboxylase_activity	oxaloacetate_decarboxylase_activity	oxalyl_CoA_decarboxylase_activity	tartronate_semialdehyde_synthase_activity	ribulose_bisphosphate_carboxylase_activity	X4_5_dihydroxyphthalate_decarboxylase_activity	gallate_decarboxylase_activity	X4_hydroxybenzoate_decarboxylase_activity	X5_oxopent_3_ene_1_2_5_tricarboxylate_decarboxylase_activity	glutaconyl_CoA_decarboxylase_activity	X2_4_dihydroxyhept_2_ene_1_7_dioate_aldolase_activity	phosphonopyruvate_decarboxylase_activity	X3_dehydro_L_gulonate_6_phosphate_decarboxylase_activity	diaminobutyrate_decarboxylase_activity	X4_hydroxyphenylacetate_decarboxylase_activity	X5_amino_4_imidazole_carboxylate_lyase_activity	oxalate_decarboxylase_activity	X2_2_dialkylglycine_decarboxylase__pyruvate__activity	branched_chain_2_oxoacid_decarboxylase_activity	indolepyruvate_decarboxylase_activity	X5_guanidino_2_oxopentanoate_decarboxylase_activity	arylmalonate_decarboxylase_activity	X4_oxalocrotonate_decarboxylase_activity	X4_carboxymuconolactone_decarboxylase_activity	acetoacetate_decarboxylase_activity	acetolactate_decarboxylase_activity	aspartate_4_decarboxylase_activity	UDP_glucuronate_decarboxylase_activity	threonine_phosphate_decarboxylase_activity	malonyl_CoA_decarboxylase_activity	o_pyrocatechuate_decarboxylase_activity	phenylalanine_decarboxylase_activity	phenylpyruvate_decarboxylase_activity	tartrate_decarboxylase_activity	UDP_galacturonate_decarboxylase_activity	X3_oxolaurate_decarboxylase_activity	sulfopyruvate_decarboxylase_activity	benzoylformate_decarboxylase_activity	X2_oxo_4_hydroxy_4_carboxy_5_ureidoimidazoline_decarboxylase_activity	X3_oxo_myristate_decarboxylase_activity	X3_oxo_palmitate_decarboxylase_activity	phenylacetaldehyde_synthase_activity	Remaining
0159_AA34_42186_20180806_ST	251005	153.166666666667	0	78.5	0	26	3	66.5	3	66	159	131	58	186.416666666666	36.8333333333333	17.7666666666667	0.2	0.333333333333333	159.5	0	0	2.5	130	170	80.5	47	21.25	22.9166666666667	16.3333333333333	0	0	0	2.33333333333333	20	0.333333333333333	12.1666666666667	19.1666666666667	1.33333333333333	63.2	4.16666666666667	1	5	0	0	0	0	0	5.5	0	4	3.83333333333333	42	24.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	249160.583333333
0159_AA34_42269_20181008_ST	248316	149	0	12	0	12	0	50	13	34	11	71	43	64.9166666666667	20.0833333333333	2	0	0	42	0	0	0	120.166666666667	111.5	2.5	39.75	0	0	2.66666666666667	0	0	0	0	15.5	0	17.1666666666667	0	0	23	0	1	0	0	0	0	0	0	1	0	1	11.1666666666667	45.1666666666667	22.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	247378.25
0159_BD46_77070_20191018_ST	247427	125.333333333333	0	22	0	16.3333333333333	0	30	15	52.3333333333333	6	89.3333333333333	58	54.0833333333333	23.4166666666667	1.75	0	0.333333333333333	52.75	0	0	0	110.666666666667	97.5	8.5	29.75	0.333333333333333	0.333333333333333	0.5	0	0	0	0	29	0	2.5	2	0	40.1666666666667	0	1	0	0	0	0	0	0	6	0	0	6.33333333333333	21.1666666666667	35.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	246488.75
0159_AN08_59022_20180323_ST	247035	159.166666666667	0	11	0	30	1.33333333333333	34	7	32.5	4	81	24	60.9166666666666	29	3.93333333333333	0	0	78	0	0	0	77.6666666666667	100.5	10.5	28.4833333333333	1.33333333333333	0.25	0.5	0	0	0	0	28	0	0.5	2	0.5	35.8333333333333	1.03333333333333	4	0	0	2.16666666666667	0	0	0	1.5	1	4	10	18.8333333333333	25.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	246124.716666667
0159_BD46_77051_20190920_ST	246053	140.833333333333	0	10.5	0	30.4444444444444	0	11.5	2	46.3333333333333	19	96.6666666666667	50	68.8333333333333	18.75	2.48333333333333	0	0	24.75	0	0	0.5	129.833333333333	109.5	14.5	34.7	0.666666666666667	0.583333333333333	4.83333333333333	0	0	1	3	29.5	1.66666666666667	1	2.5	1.83333333333333	11.6666666666667	0.783333333333333	1	0	0	0	0	0	1	1.5	0	1	0.666666666666667	31.8333333333333	23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	245122.338888889
0159_AY44_33052_20171004_ST	243194	159.333333333333	1	9	0	43	0	16.5	6	58	13	93	45	70	27.0833333333333	3.28333333333333	0	0	18.5	0	0	0	103.666666666667	71.5	20	29.4833333333333	1	2.25	0.333333333333333	0	0	0	2.5	3.5	1	4.25	3.33333333333333	0	8.16666666666667	0.333333333333333	0	0	0	1.83333333333333	0	0	0	0.5	0	0	1.66666666666667	44.6666666666667	22	1	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	242307.983333333
0159_AK37_71075_20200119_ST	242768	112.833333333333	0	4	0	19.5	1.66666666666667	40.5	19	49	1	82	50	49.6666666666667	28.25	1.41666666666667	0	0	37.8333333333333	0	0	0	89.1666666666667	70.5	2	44.6166666666667	0	0	0.833333333333333	0	0	0	0	18.5	0	3.16666666666667	0	0	24.3333333333333	0.666666666666667	3	0	0	0	0	1	0	2.5	1	2	16.3333333333333	34.1666666666667	25.8333333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	241931.383333333
0159_AQ29_10024_20170928_ST	239310	130	0	10	0	28	0	7	7	47	23	103	52	67.9166666666666	28.0833333333333	2	0	0	23.5	0	0	0	127.333333333333	94.5	4	22.8833333333333	0	0	1.5	0	0	0	0	14.5	0	2	0	0	18.8333333333333	0	0	0	0	0	0	0	0	5.5	0	2	1	29.1666666666667	21.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	238436.616666667
0159_AA34_42454_20190801_ST	238458	343.666666666667	4	26.5	0	38	6.33333333333333	49	0	46.8333333333333	139	106.833333333333	69	247	47.3333333333333	20	1.4	2	72.5	0	0.666666666666667	11.8333333333333	210.666666666667	153	134	67.8	8.41666666666667	12.4166666666667	0	0	0	1	36.6666666666667	3	13.6666666666667	0.5	26.5	11.5	89.95	2.6	0	0	0	7.5	0	0.5	7	5.5	0	53	0.833333333333333	4	38	9	0	2	0	0.333333333333333	0	0	0	0	0	0	0	0	236326.75
0159_AQ22_10429_20190622_ST	236842	111.5	0	9	0	30	0	0	1	73	1	86.6666666666667	55	95.75	21.3333333333333	0.5	0	0	14	0	0	0	139.5	70	2	26.6666666666667	0.25	0.25	0	0	0	0	0	9	0	0.833333333333333	0	0	28	0	0	0	0	0	0	0	0	0.5	0	0	0.333333333333333	53.6666666666667	29	0	0	0	0	0	0	0	0	0	0	0	0	0	235983.25
0159_BE31_82025_20191107_ST	234304	151.166666666667	0	13	0	12	0	15	6	44	0	84.5	29	50.3333333333333	13.3333333333333	2.41666666666667	0	0	60.8333333333333	0	0	0	99.1666666666667	106.5	7.5	21.9333333333333	0	0.5	3.2	0	0	0	0	44	0	1.83333333333333	2	0	22.5	1.66666666666667	2	0	0	0	0	0	0	1.5	0	2	2	15.5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	233458.616666667
0159_BD46_77026_20181027_ST	233849	127.5	0	11	0	22	0.333333333333333	15.5	4	50.5	6	72.5833333333333	56	57.6666666666667	27.9166666666667	2.78333333333333	0	0	26.5	0	0	0	99.5	78	8	27.5833333333333	0.333333333333333	0	0.833333333333333	0	0	0	0	17	0	1.33333333333333	0	0	11.3333333333333	0.833333333333333	1	0	0	0	0	0	0	3.5	0	3	1	28.5	17.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	233069.633333333
0159_AP39_21059_20171128_ST	230020	179.833333333333	0	26	0	11	0	0	0	48.3333333333333	22	89.6666666666667	32	75.9166666666667	18.5	5.41666666666667	0	0	191	0	0	0	22.5	128.5	14	12.5833333333333	0	0	6.33333333333333	0	0	1	0	54.5	0	5.16666666666667	0	2	63.5	0.666666666666667	7	0.333333333333333	0	0	0	0	0	0	6	1	0	20.1666666666667	30.6666666666667	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	228943.083333333
0159_BD46_77001_20190606_ST	226969	174.333333333333	0	38	0	23	0	40.5	3	47	31	84	45	62.25	25.4166666666667	4.36666666666667	0	0	44.5	0	0	0	113	108	27	28.3	3.16666666666667	4.5	0	0	0	0	0	27.5	0	2.16666666666667	4.16666666666667	0	56.3333333333333	1.16666666666667	3	0	0	0	0	0	0	0.5	0	1	7.16666666666667	14.75	25.8333333333333	0	0	0	0	0	0	0	0.5	0	0	0	0	0	225918.583333333
0159_AS41_40091_20190918_ST	226601	153.166666666667	0	7	0	18	1	28	4	30.5	8	87	32	47.5	23.9166666666667	3.08333333333333	0	0	58	0	0	0	75.6666666666667	61.5	3.5	24.7	0.25	0	1.5	0	0	0	0	36	0	8.66666666666667	0	0	19	0.833333333333333	4	0	0	0	0	0	0	7.5	0	5	13.5	23.5	34.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	225780.55
0159_AA34_42217_201800907_ST	226116	145	0	5	0	8	0	39	16	42	5	64	41	49.1666666666667	16.9166666666667	1	0	0	73	0	0	0	86.5	84.5	0	32.0333333333333	0	0	4.83333333333333	0	0	0	0	30	0	0.333333333333333	0	0	50.3333333333333	0	1	0.333333333333333	0	0	0	0	0	0	1	1	3.33333333333333	36.8333333333333	22.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	225256.716666667
0159_BE31_82024_20191122_ST	225017	138	0	2	0	13	0	43	2	56	3	86	50	51	23.75	3.66666666666667	0	0	30.75	0	0	0	126.333333333333	92.5	0.5	27.4	0	0	0	0	0	0	1	26	0	5.83333333333333	0	0	10.8333333333333	0.666666666666667	2	0	0	0	0	0	0	1	0	4	13	26.6666666666667	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	224144.6
0159_AQ22_10427_20190802_ST	224887	159.833333333333	0	5	0	13	0	20	0	46.8333333333333	2.5	89	56	54.1666666666667	25.4166666666667	3.25	0	0	22.75	0	0	0	128.5	135	1	18.05	0	0	0.333333333333333	0	0	0	0	30	0	4.25	0	0	33.3333333333333	0	4	0	0	0	0	0	0	1	0	0	3	26.6666666666667	48.5	0	0	0	0	0	0	0	0	0	0	0	0	0	223955.616666667
0159_AP39_21600_20181107_ST	219890	120.666666666667	0	4	0	12	0	13.5	4	42.5	0	80	32	46.8333333333333	24.9166666666667	0.5	0	0	35	0	0	0	125.833333333333	91.5	2.5	23.5666666666667	3	0	0	0	0	0	0	38.5	0	4.83333333333333	0	0	31.5	0	1	0	0	0	0	0	0	2.5	0	0	5.33333333333333	16.6666666666667	40	0	0	0	0	0	0	0	0	0	0	0	0	0	219087.35
0159_AA34_42031_20180409_ST	215262	174.333333333333	0	1	0	19	0.333333333333333	17.5	3	38	2	91	30.25	47.75	29.1666666666667	2.33333333333333	0	0.25	25	0	0	0	159.333333333333	126.5	3	19.8666666666667	0	0.25	0.5	0	0	1	0	28	0	5.33333333333333	0	0.25	20.6666666666667	0.333333333333333	2	0	0	0	0	0	0	2.5	0	0	3	22.3333333333333	46.1666666666667	0	0	0.25	0	0	0	0	0	0	0	0	0	0	214339.8
0159_AP39_21026_20171017_ST	214318	215.5	0	35	0	9	0	16	0	47.5	76	78	53.6666666666667	83.5	30.25	4.08333333333333	0	0	104.5	0	0	0	84.5	91.5	48	29.95	6.66666666666667	8.41666666666667	7.66666666666667	0	0	0	8	58	1	3	11.5	9.33333333333333	146	0.833333333333333	8	0	0	1.5	0	1	5.5	0.5	1	1	0	6	40.6666666666667	0	0	0	0	0	0	0	0	2	0	0	0	0	212983.466666667
0159_AQ22_10443_20191029_ST	214136	166.833333333333	0	13	0	15	0.333333333333333	17.5	4	40	6	87.5	29	58.3333333333333	26	2.5	0	0	26	0	0	0	95.1666666666667	113.5	1	17.9666666666667	1.91666666666667	0	1	0	0	0	0.5	37	0	6.5	0	1	19.6666666666667	0.5	3	0	0	0	0	0	0	5.5	0	0	2.5	16	52.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	213268.95
0159_BD46_77004_20190215_ST	209365	147.333333333333	0	11	0	10	0	29	2	43.5	0	60.5	39	39.6666666666667	15.1666666666667	3.41666666666667	0	0	32.25	0	0	0	68.5	65	3	26.9666666666667	2.66666666666667	0.5	0.333333333333333	0	0	0	0	21	0	0	0	0	24.5	0.916666666666667	3	0	0	0	0	0	0	2.5	0	0	9.66666666666667	16.5	18.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	208668.283333333
0159_BC25_41007_20171117_ST	208553	150	0	9.5	0	12	0	10.5	3	38	4	102.25	37	56.75	28.0833333333333	5.41666666666667	0	0	40.75	0	0	0	88.5	83.5	3	20.35	0	0.25	2	0	0	0	2	42	0	1.16666666666667	0	0	11.3333333333333	0.666666666666667	1	0	0	0	0	0	0	0.5	0	2	0	16.1666666666667	25.1666666666667	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	207755.816666667
0159_BB02_45014_20190625_ST	208113	186	3	39	0	15	0.333333333333333	48	0	25.5	207	78	57	183.883333333333	27.9166666666667	14.75	1	0	41	0	0	0.5	173.5	87	163	46.6	20.8333333333333	13.8333333333333	1.66666666666667	0	0	5	19.3333333333333	1	3.33333333333333	0	33.8333333333333	17	79	6	0	0	0	10.8333333333333	0	0	0.5	4.5	0	11	0	2.66666666666667	22.5	4	0	0	0	1	0	0	0	0	0	0	0	0	206457.183333333
0159_BD46_77038_20191111_ST	207444	122.666666666667	0	23	0	22	0	22	0	62.5	1.5	66	55	36.0833333333333	21.5	0.583333333333333	0	0	27.5	0	0	0	79.1666666666667	62	1.5	24.15	0	0	0.333333333333333	0	0	0	0	16	0	2.83333333333333	0	0	17.5	0.333333333333333	1	0	0	0	0	0	0	1	1	0	10.3333333333333	17.8333333333333	28.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	206720.35
0159_AQ22_10436_20191029_ST	205819	141.166666666667	0	5	0	17	0	17	0	43.5	4	89.3333333333333	28	57.0833333333333	28	1.5	0	0	54.75	0	0	0	137.666666666667	89	3.5	15.3333333333333	0	0	1.5	0	0	0	0	39.5	0	7.5	0	0	38.5	0	6	0.333333333333333	0	0	0	0	0	1	0	0	5.33333333333333	10	47.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	204930.333333333
0159_BD46_77037_20190607_ST	205740	120.5	0	9	0	17	0.333333333333333	35.5	6	48.5	7.5	67	38	41.25	20.8333333333333	1.5	0	0	32	0	0.25	0	103.833333333333	86	5.5	37.7333333333333	0	0.583333333333333	1.5	0	0	0	1	24.5	0	6.5	0	0	33.8333333333333	0	5	0	0	0	0	0	0	1.5	0	3	10.5	22.5	32.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	204919.183333333
0159_AA34_42195_20180809_ST	201775	141	0	29	0	5	0	12	2	25	2	99.5	13	67.0833333333333	15.25	3.5	0	0	147.25	0	0	0	29.1666666666667	108.5	0	11.8166666666667	0	0	4.5	0	0	0	0	33	0	2.08333333333333	0	0.5	36.6666666666667	0	2	0.666666666666667	0	0	0	0	0	5	0	1	2.5	7.5	32.5	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	200935.683333333
0159_AQ22_10421_20190914_ST	200099	134.333333333333	0	22	0	15	0.333333333333333	19.5	0	38.5	0	74.8333333333333	25	49.5833333333333	24.8333333333333	2.25	0	0	35.5	0	0	0	123.333333333333	95	4	21.5833333333333	0	0	1	0	0	0	0	27	0	8.16666666666667	0	0	51.8333333333333	0	7	0	0	0	0	0	0	0.5	0	1	5	18.1666666666667	37	0	0	0	0	0	0	0	0	0	0	0	0	0	199256.75
0159_AP39_21043_20171031_ST	200021	153.166666666667	0	5	0	26	0	20	6	36.5	1	67	39	38.0833333333333	22.8333333333333	1	0	0	40	0	0	0	113.833333333333	75	2	27.8833333333333	0.5	0	3	0	0	0	0	33.5	0	3.66666666666667	0	0	17.8333333333333	0	2	0	0	0	0	0	0	2	0	0	7	26.3333333333333	31.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	199219.2
0159_AQ22_10446_20191111_ST	198372	141.333333333333	0	3	0	18	0	16	4	34.6666666666667	2	76.5	16	43.3333333333333	23.9166666666667	0.916666666666667	0	0	40	0	0	0	150	133.5	6	24.3333333333333	0.333333333333333	0.333333333333333	0.833333333333333	0	0	0	0.5	26.5	0	0.333333333333333	0.5	0	47.1666666666667	0.666666666666667	1	0	0	0	0	0	0	3	0	0	5.16666666666667	17.6666666666667	54.5	0	0	0	0	0	0	0	0	0	0	0	0	0	197480
0159_BE31_82032_20200109_ST	197769	152.333333333333	0	9	0	20.5	0	21	2	41	5	79.8333333333333	26	51.5833333333334	21.75	2.75	0	0	32.25	0	0	0	124.333333333333	99	3.5	20.5833333333333	0	0.25	0	0	0	1	0.5	43.5	0	2	0.5	0	13.6666666666667	1	3	0	0	0	0	0	0	4	0	4	3	12.8333333333333	46.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	196920.666666667
0159_BE31_82022_20191219_ST	197189	123.533333333333	0	9.5	0	12	0.333333333333333	13.5	0	21.5	7	78	28	54.5833333333333	21	1.2	0	0	60.75	0	0	0	55.5	59	0.5	9.26666666666667	1.33333333333333	0.5	2	0	0	0	0	50.5	0	4	0	0	10.5	0.2	0	0	0	0	0	0	0	1	0	1	2.83333333333333	16.1666666666667	20.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	196523.466666667
0159_AY44_33062_20171010_ST	195306	90	0	20	0	10	0.333333333333333	26.5	11	42.5	15	64	34	35.8333333333333	19.3333333333333	1.75	0	0	64.5	0	0	0	60.1666666666667	63.5	2.5	36.15	0	0.333333333333333	3.5	0	0	0	0	18	0	8.5	0	0	23	0	1	0	0	0	0	0	0	0	0	0	11.1666666666667	30	22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	194590.933333333
0159_AA34_42283_20181102_ST	191761	114.5	0	20	0	22	4	32	2	36.5	43	64.8333333333333	49.6666666666667	101.166666666667	18.75	4.5	0	0	126.5	0	0	0	112	100	13.5	30.6333333333333	0.333333333333333	0	0.333333333333333	0	0	0	0	14	0	3.66666666666667	3.5	0	37	1.5	1	0	0	0	0	0	0	1.5	0	8	4	18.3333333333333	27.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	190744.95
0159_AP39_21199_20180410_ST	191713	93.5	0	5	0	14	0	38	5	37.5	0	53	29	44.25	14.25	0.75	0	0	21.5	0	0	0	96.6666666666667	55.5	0	30.5333333333333	0	0.5	0	0	0	0	0	12	0	13.1666666666667	0	0	39.6666666666667	0	2	0	0	0	0	0	0	0	0	0	13.5	20.8333333333333	27.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	191045.55
0159_AQ22_10434_20191008_ST	190782	168	0	3	0	17	0	24	9	39	4	95.1666666666667	18	39.8333333333333	22.0833333333333	1	0	0	28	0	0	0	92.5	88	4.5	20.6833333333333	0.75	0	0.5	0	0	0	0.5	33.5	0	4.66666666666667	0	0.666666666666667	21.5	0	2	0.333333333333333	0	0	0	0	0	4	2	0	5.83333333333333	10.8333333333333	41.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	189979.316666667
0159_AS41_40005_20171202_ST	190162	138	0	3	0	12	0.333333333333333	14	2	35	3	92	26	44.8333333333333	21.25	0.5	0	0	83.5	0	0	0	73.6666666666667	69	0.5	19.85	0	0	2.33333333333333	0	0	0	0	42	0	2.83333333333333	0	0	40.8333333333333	0	3	0.333333333333333	0	0	0	0	0	4	0	0	10.3333333333333	12.3333333333333	51.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	189353.733333333
0159_AN08_59018_20180329_ST	188897	126.5	0	3	0	15	0	39	1	54	0	78	31	37.8333333333333	17.75	2.5	0	0	61	0	0	0	55.8333333333333	66.5	0.5	22.3666666666667	0	0.25	0.5	0	0	0	0.5	28.5	0	0	0	0	15.6666666666667	1	0	0	0	0	0	0	0	2.5	1	0	9.16666666666667	26.5	22.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	188177.466666667
0159_AQ29_10143_20190417_ST	186892	108.666666666667	0	8	0	9	1.33333333333333	18	2	28	5	113.5	34	69.75	16.8333333333333	2.95	0	0	49.5	0	0	0	76	108	6	15.7666666666667	0	0	1	0	0	0	0	46	0	0	0.5	0	45.3333333333333	0.5	2	0	0	0	0	0	0	1.5	0	4	3.16666666666667	16.5	30.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	186068.366666667
0159_AN08_59024_20180515_ST	183168	90.5	0	2	0	13	0	11.5	4	53.5	8	70	20	40.75	16.8333333333333	1.41666666666667	0	0	29.75	0	0	0	116.166666666667	81.5	1.5	15	0.25	0	1.5	0	0	1	0.333333333333333	46.5	0	9.33333333333333	0	0	29.8333333333333	0.166666666666667	9	0	0	0	0	0	0	8	0	0	2	15.1666666666667	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	182436.166666667
0159_AN08_59007_20180102_ST	182591	112	0	3	0	18	0	31.5	2	36	2	68	36	32.5833333333333	15.3333333333333	1.5	0	0	93.8333333333333	0	0	0	57.6666666666667	56	2.5	22.85	0.666666666666667	0.833333333333333	0.333333333333333	0	0	0	0	17.5	0	8.83333333333333	0	0	30.6666666666667	0	1	0	0	0	0	0	0	1	0	0	12.3333333333333	22.6666666666667	25	0	0	0	0	0	0	0	0	0	0	0	0	0	181879.4
0159_AP39_21154_20171212_ST	182109	107	0	5	0	22	0	8.5	3	39	1	57	17	51	22.8333333333333	1.83333333333333	0	0	30.5	0	0	0	138.666666666667	92	4.5	14.05	0.833333333333333	0	0.333333333333333	0	0	0	0	29	0	2.33333333333333	0	0	31.8333333333333	0.333333333333333	5	0	0	0	0	0	0	2	1	0	2	10.1666666666667	32.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	181376.616666667
0159_AS41_40003_20171129_ST	177474	98	0	46	0	17	0	12.5	3	38	0	59	26	26.9166666666666	24.3333333333333	0	0	0	41	0	0	0	70.8333333333333	76	1	20.05	0	0	0.333333333333333	0	0	0	0	28	0	3.33333333333333	0	1	28	0	5	0	0	0	0	0	0	1	2	0	3.83333333333333	13	29.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	176799.533333333
0159_AQ22_10432_20191013_ST	174980	136.666666666667	0	28	0	13	0.333333333333333	16	2	29.5	20	91.75	40	46.2499999999999	11	0.75	0	0	46	0	0	0	68.3333333333333	92	8.5	17.4666666666667	0.333333333333333	0	7	0	0	1	0	40	0	0.5	1.5	0	25.3333333333333	0	0	0	0	0	0	0	0	5	0	0	0.666666666666667	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	174189.116666667
0159_AA34_42007_20180420_ST	173455	121.833333333333	0	4	0	2	0.333333333333333	3.5	2	22.5	2	100.5	9	71.75	20.25	6.53333333333333	0	0	49.8333333333333	0	0	0	124	98.5	5	12.0666666666667	0.5	0.583333333333333	0	0	0	0	0.5	45.5	0	1.33333333333333	0	1	38.8333333333333	0.333333333333333	0	0	0	0	0	0	0.5	4.5	5	2	1.16666666666667	7.16666666666667	43.5	0	0	0	0	0	0	0	0	0	0	0	0	0	172646.983333333
0159_AF13_79000_20190102_ST	171930	113.333333333333	0	2	0	18	0	4	7	40.5	2	74.5	31	53.8333333333333	20.5833333333333	0.25	0	0	10.25	0	0	0	92.5	60.5	0	17.15	0	0	0.5	0	0	0	0	23	0	1.33333333333333	0.5	0	5.5	0	1	0	0	0	0	0	0	1	0	0	0.333333333333333	22.3333333333333	16.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	171310.766666667
0159_AA34_42362_20190305_ST	171067	95.3333333333333	0	9	0	33	0	4.5	0	57.5	3.5	78	87	74.8333333333333	18.5	1.61666666666667	0	0	13	0	0	0	99	45.5	5.5	25.1	0.333333333333333	1.25	3.5	0	0	0	4	2	0	1	0.833333333333333	0	2	0.666666666666667	1	0	0	0	0	0	0.5	0	0	0	0	37.6666666666667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	170359.366666667
0159_BC12_41016_20171220_ST	168015	95.1666666666667	0	8	0	18	0.666666666666667	16.5	9	36.5	5	58	18	30.0833333333333	15	0.583333333333333	0	0	35.5	0	0	0	81.6666666666667	63	12	35.6333333333333	1.5	1.08333333333333	3.33333333333333	0	0	0	0	17.5	0	2	1.83333333333333	1	25.3333333333333	0.333333333333333	4	0	0	0	0	1	0	1	7	0	4.33333333333333	17.8333333333333	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	167366.116666667
0159_AA34_42301_20181213_ST	166211	109.833333333333	0	11	0	19	0	24	2	29	1	72	25	63.1666666666666	16.75	2.5	0	0	15	0	0	0	103.5	92	2.5	23.0833333333333	0	0	0.833333333333333	0	0	0	0.5	24.5	0	0.5	0.5	0.5	20	0	4	0	0	0	0	0	0	1	0	0	3.66666666666667	16	26.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	165501
0159_AA34_42038_20180920_ST	163539	112.5	0	30	0	15	0	30.5	6	30	5	39.5	22	32.6666666666667	12.25	1.83333333333333	0	0	33	0	0	0	62.6666666666667	67	1	32.7166666666667	0	0.5	1.33333333333333	0	0	0	0	14.5	0	2.5	0.5	0	26.8333333333333	0.333333333333333	1	0	0	0	0	0	0	0	1	0	4.83333333333333	26.5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	162907.533333333
0159_AP39_21182_20171209_ST	163134	115.5	0	6	0	12	0	34	3	47.5	1	50	36	31.0833333333333	18.4166666666667	0	0	0	40.5	0	0	0	60.5	73	0	15.3333333333333	0	0	2.53333333333333	0	0	1	0	23	0	2.33333333333333	0	0	17.8333333333333	0	1	0	0	0	0	1	0	2	0	0	5.16666666666667	15	28.3333333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	162490.633333333
0159_AN08_59025_20180515_ST	163019	102	0	13	0	12	0.333333333333333	12	0	28	1	58.75	29	33.1666666666667	16.5	3.25	0	0	58.25	0	0	0	98.8333333333333	85	3.5	10.45	0.25	0	0.5	0	0	0	0	30	0	1.66666666666667	0	0	25.5	0	2	0.666666666666667	0	0	0	0	0	4	0	0	3	17.6666666666667	21.6666666666667	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	162346.716666667
0159_AQ22_10464_20191127_ST	161658	104.166666666667	0	2	0	19	0	27.5	3	41.5	8	67.1666666666667	28	44.25	17.3333333333333	2.2	0	0	62.5	0	0	0	78.6666666666667	62.5	7.5	16.4666666666667	1.66666666666667	3.33333333333333	1	0	0	0	0	21	0	6.33333333333333	2.5	0	34.1666666666667	0	0	1	0	0	0	0	0	2	0	0	9.83333333333333	14	30.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	160939.25
