sample_id	total	oxidoreductase_complex	glycine_cleavage_complex	ribonucleoside_diphosphate_reductase_complex	nitrate_reductase_complex	formate_dehydrogenase_complex	glycerol_3_phosphate_dehydrogenase_complex	glycolate_oxidase_complex	ferredoxin_hydrogenase_complex	photosystem_II_oxygen_evolving_complex	procollagen_proline_4_dioxygenase_complex	nitrogenase_complex	glycine_reductase_complex	NADH_dehydrogenase_complex	sarcosine_oxidase_complex	dihydrolipoyl_dehydrogenase_complex	isocitrate_dehydrogenase_complex__NAD__	electron_transfer_flavoprotein_complex	pyruvate_dehydrogenase_complex	respiratory_chain_complex_III	succinate_dehydrogenase_complex	catalase_complex	GMP_reductase_complex	superoxide_dismutase_complex	ferroxidase_complex	Remaining
0159_AQ29_10140_20190314_ST	268549	0	8	0	3	21.5	533.5	0	3.25	0	0	0	9	0	0	0	0	0	2	0	0	0	4	0	0	267964.75
0159_AA34_42302_20181203_ST	268094	0	58	5	21.1666666666667	12	333.5	0	3.5	0.25	0	0.5	22	10.6666666666667	0	0.25	0	0	5	0	0	0	9	0	0.333333333333333	267612.833333334
0159_AP39_21105_20171117_ST	266831	0	32	28.5	130.666666666667	192.5	266.833333333333	3	10.5	0.25	0	0	12	11.0833333333333	0	3.875	0	0	75.75	0	3.25	0	29	0	7.33333333333333	266024.458333333
0159_AA34_42005_20180409_ST	262705	0	29	13	0	16	291.5	0	8	0	0	0	9	7.16666666666665	0	0	0	0	9	0	0	0	3	0	9.66666666666667	262309.666666667
0159_AQ22_10408_20190725_ST	262588	0	41	2	7	13.5	308	0	6.25	0	0	0	23	7.5	0	0	0	0	14	0	0	0	2	0	0	262163.75
0159_AB10_26271_20190304_ST	260657	0	72	3.5	3.33333333333333	48.5	189	0	12	0	0	2.5	89	5	0	6.375	0	0	68	0.25	0	0	0	0	1.33333333333333	260156.208333334
0159_AP39_21016_20171117_ST	260604	0	34	3	4.83333333333333	21.5	277.5	0	12.25	0	0	0	28	6.16666666666667	0	5.5	0	0	67.5	0	0	0	0	0	0	260143.75
0159_AA34_42149_20180619_ST	256091	0	91.5	19.5	170.5	152.916666666667	253.5	56	15.5	0	0	0	29	14.8333333333333	0	8.125	0.5	0	97.5	10.25	8.25	0	6	0	28.6666666666667	255128.458333333
0159_BE31_82018_20191106_ST	255195	0	46.5	11	17.6666666666667	33.3333333333333	290.333333333333	0	1.75	0	0	0	15	7.16666666666667	0	0.5	0.125	0	34	0	0	0	3	0	6.66666666666667	254727.958333333
0159_AP39_21011_20171025_ST	250470	0	28.5	35	234	435.833333333333	277	9	15.5	0	0	0	18	19.1666666666667	0	8.375	0	0	155.75	0	4.33333333333333	0	53	0	10.6666666666667	249165.875
0159_AA34_42285_20181015_ST	250298	0	22	1.5	5.83333333333333	6.5	196	0	2.25	0	0	0	35	9.5	0	0.25	0	0	4	0	0	0	0	0	0	250015.166666667
0159_AQ22_10423_20190826_ST	249922	0	26	0	6.66666666666667	8.5	357.5	1	3	1	0	0	7	2.5	0	0	0	0	0	0	0	0	2	0	4.33333333333333	249502.5
0159_AP39_21103_20171121_ST	249153	0	29.5	1	9.66666666666667	56.8333333333333	233.333333333333	0	4.25	1	0	0	30	4.83333333333333	0	1.375	0	0	22	0	0	0	0	0	0.333333333333333	248758.875
0159_AY44_33017_20170921_ST	248240	0	33.5	1	3.5	15	184.333333333333	1	15.25	0.25	0	0	16	8.33333333333332	0	2.5	0.25	0	59	0	0	0	3	0	3	247894.083333333
0159_AQ29_10138_20190208_ST	247589	0	35	1	8.66666666666667	17.5	222.5	0	1.25	0	0	0	33	10.8333333333333	0	0.5	0	0	4.5	0	0	0	2	0	2.66666666666667	247249.583333333
0159_AN08_59037_20180806_ST	246741	0	22.5	8	12.1666666666667	45.8333333333333	226.333333333333	0	7.25	1	0	0	18	7.66666666666667	0	2.875	0	0	13	0	0	0	4	0	2.66666666666667	246369.708333333
0159_AF13_79000_20190220_ST	246359	0	44.5	10	3.5	39.8333333333333	284	0	9.25	0.5	0	0	9	1.66666666666667	0	0.125	0.5	0	29.25	0.125	0	0	3	0	6.33333333333333	245917.416666667
0159_AP39_21146_20171214_ST	245597	0	28.5	3	8.66666666666667	16.8333333333333	234.166666666667	1	4	0	0	0	17	2.91666666666667	0	0.75	0	0	25	0	0	0	6	0	6	245243.166666667
0159_AP39_21084_20171121_ST	240477	0	34	4	0.5	40	195.333333333333	0	1.5	0	0	0	7	5.33333333333332	0	0	0	0	7	0.25	0	0	9	0	5	240168.083333333
0159_AS41_40011_20180102_ST	240396	0	25	1	9.5	40.3333333333333	246.5	0	0.25	0	0	0	17	5.5	0	0.25	0.25	0	15	0	0	0	2	0	1.33333333333333	240032.083333333
0159_AA34_42133_20190227_ST	240014	0	8	42	169.166666666667	92.1666666666667	328.333333333333	4	38.5	0	0	0	29	2.25	0	2.5	0	0	49	0	2	0	52	0	9	239186.083333334
0159_BE31_82027_20200115_ST	238653	0	27.5	10	23.3333333333333	32	283	0	8.25	0	0	0	2	3.33333333333333	0	0.5	0	0	32	0	0	0	7	0	7.33333333333333	238216.75
0159_AN08_59016_20180410_ST	238558	0	28	10	52.3333333333333	66.25	262.5	4	21.25	0	0	0	8	6.49999999999998	0	4.75	0	0	42.25	0	0.5	0	11	0	6.33333333333333	238034.333333333
0159_AA34_42502_20191031_ST	237504	0	7	9.5	16.1666666666667	38.6666666666667	209.5	0	2.25	0	0	0	12	7.16666666666668	0	0.5	0	0	9	0	0.5	0	1	0	2	237188.75
0159_BA21_18002_20170929_ST	236198	0	15	0	0	11	238	0	0	0	0	0	55	0.166666666666667	0	0	0.25	0	3.5	0	0	0	0	0	0	235875.083333333
0159_AQ22_10405_20190522_ST	235811	0	48	2	8	26.5	210.5	0	42.5	0.5	0	0	21	12.6666666666667	0	13.25	0	0	44	0	0.25	0	0	0	2	235379.833333333
0159_AB10_101564_20190227_ST	231785	0	48.5	1	4.5	37.5	236.166666666667	0	0.75	0	0	0	20	2.16666666666667	0	0	0	0	42	0	0	0	0	0	0.333333333333333	231392.083333333
0159_AP39_21031_20171208_ST	229877	0	29.5	2	1.83333333333333	10	192.333333333333	0	0.25	0	0	0	22	7.33333333333335	0	0	0	0	5.25	0	0	0	0	0	3	229603.5
0159_AJ09_750067_20191202_ST	229315	0	28	1	6	29	210	0	5.75	1.75	0	0	11	10.6666666666667	0	2.25	0	0	25	0	0	0	6	0	1	228977.583333333
0159_AB10_26379_20190116_ST	228613	0	30.5	67.5	430.333333333333	821.5	280.333333333333	0	7.5	0	0	1	1	17.8333333333333	0	15.5	0	0	313.5	0	8.25	0	88	0	19.6666666666667	226510.583333333
0159_AQ22_10437_20191001_ST	225819	0	32	1	14.6666666666667	5	214	0	4.75	0	0	0	3	11.3333333333333	0	1	0	0	3	0	0	0	3	0	0.666666666666667	225525.583333333
0159_AA34_42405_20190425_ST	225026	0	36	11	93.3333333333333	169.25	293.5	1	13.5	0	0	0	4	11.25	0	4.375	0	0	55.75	0	1.75	0	22	0	5.33333333333333	224303.958333333
0159_BE31_82018_20191107_ST	224773	0	34	3	2.83333333333333	25	253.5	1	2	0	0	0.5	7	5	0	0.125	0	0	6.75	0	0.25	0	1	0	4.66666666666667	224426.375
0159_AH05_15003_20171207_ST	220698	0	28	0	2.83333333333333	17	296.166666666667	0	3	0.75	0	0	4	3.91666666666667	0	0	0	0	9	0	0	0	2	0	0	220331.333333334
0159_AY44_33058_20171008_ST	220432	0	44.5	64	398	836.833333333333	325.833333333333	35	38.25	0	0	0	7	14.9166666666667	0	17.5	0	0	157.833333333333	0	9.25	0	40	0	32.6666666666667	218410.416666667
0159_BE31_82023_20200120_ST	216922	0	19.5	18	112	213.583333333333	246.333333333333	11	11	0	0	0	22	13.5833333333333	0	3.58333333333333	0.25	0	60	0	3.75	0	19	0	3.66666666666667	216164.75
0159_AQ29_10014_20170828_ST	216023	0	30	6	61.5	98.75	311.5	2	16	0	0	0	12	4.16666666666667	0	4	0	0	37	0	0.5	0	5	0	2	215432.583333333
0159_AY44_33298_20200114_ST	215586	0	32	29	19.8333333333333	66.3333333333333	183	3	11.75	0	0	0	35	9.16666666666668	0	0.875	0	0	18.25	0	0	0	6	0	2	215169.791666667
0159_AP39_21039_20171025_ST	214441	0	22.5	1	1	11	251.833333333333	0	9.25	0.75	0	0	20	1.33333333333333	0	2	0	0	22	0	0.166666666666667	0	4	0	0.333333333333333	214093.833333334
0159_AP39_21172_20180201_ST	210684	0	18	1	14	6	205	0	2	0	0	0	6	14.0833333333333	0	0.25	0	0	7	0	0	0	1	0	0	210409.666666667
0159_AY44_33070_20171016_ST	205437	0	54	66	436.666666666667	709.25	337.833333333333	22	47.5	0	0	0	3	28.8333333333333	0	28	0	0	256	0	8.5	0	52	0	25.3333333333333	203362.083333333
0159_AP39_21450_20180907_ST	204642	0	32	21	7.5	15.3333333333333	253.166666666667	2	2	0	0	0	6	0.833333333333332	0	0.875	0	0	6.25	0	0	0	4	0	3	204288.041666667
0159_AQ29_10008_20170712_ST	203988	0	25	1	8.5	7	170	0	22.75	0	0	0	7	20.1666666666667	0	0.25	0	0	3	0	0	0	1	0	0	203722.333333333
0159_AY44_33048_20170924_ST	202647	0	25	8	48	82.5	178.5	8	5.75	0	0	0	9	4.58333333333333	0	2	0	0	41.5	0	0.5	0	12	0	1.33333333333333	202220.333333334
0159_AP39_21159_20171202_ST	201388	0	20.5	0	2	30	146.5	0	1.5	0	0	0	25	2.83333333333333	0	0.25	0	0	19	0	0	0	1	0	0	201139.416666666
0159_AQ29_10044_20171212_ST	200209	0	8	10.5	35.5	11.8333333333333	406.5	0	5	0	0	0	1	0.166666666666667	0	0	0	0	4	0	0	0	6	0	2.66666666666667	199717.833333333
0159_AA34_42304_201812213_ST	196448	0	30	0	9	29.3333333333333	202.5	0	1.25	0	0	0	4	16.0833333333333	0	0.75	0	0	3	0	0.5	0	1	0	1.33333333333333	196149.25
0159_BD46_77021_20190227_ST	192696	0	26	0	0	5.5	153.666666666667	0	4	0	0	0	8	13.8333333333333	0	1	0	0	15	0	0	0	2	0	0.333333333333333	192466.666666667
0159_AN38_59055_20190227_ST	192400	0	13	16	75.3333333333333	178.833333333333	280.833333333333	0	1.5	0.75	0	0	1	5.66666666666667	0	3.125	0	0	71.25	0	1.75	0	11	0	3.33333333333333	191736.625
0159_AA34_42231_20181203_ST	191296	0	19	9	76.1666666666667	108.666666666667	202	0	16.25	0	0	0	27	10.3333333333333	0	3.75	0	0	44.5	0	1.25	0	19	0	1	190758.083333333
0159_AG26_66000_20171207_ST	188803	0	22	6	2.66666666666667	13	242.166666666667	0	2.25	0	0	0	4	7.83333333333332	0	0	0.125	0	10	0	0	0	1	0	0	188491.958333333
0159_AQ22_10428_20190912_ST	188041	0	27	12	1.33333333333333	11	227.5	0	1	1.5	0	0	13	1.66666666666667	0	0.5	0	0	4	0	0	0	1	0	4.33333333333333	187735.166666667
0159_AQ22_10448_20191125_ST	186988	0	32	1	11.8333333333333	6.33333333333333	190	0	7.5	0.5	0	1.5	8	5.16666666666667	0	0.25	0	0	12	0	0	0	0	0	0.333333333333333	186711.583333333
0159_AP39_21181_20180215_ST	184543	0	28	2	7.5	17	190	0	6.75	0.25	0	0	36	7.16666666666665	0	2.75	0	0	26	0	0	0	1	0	3.33333333333333	184215.25
0159_BA21_18015_20710113_ST	183848	0	16.5	18	54.1666666666667	93.3333333333333	165.5	7	7	0	0	1	55	4.25	0	5.375	0	0	38.5	0	1.25	0	9	0	1.66666666666667	183370.458333334
0159_AA34_42238_20181126_ST	182613	0	7.5	19.5	34.3333333333333	21.3333333333333	149.5	0	5.25	2	0	0	18	0.166666666666667	0	0	0	0	10	0.375	0	0	12	0	3.33333333333333	182329.708333333
0159_AQ29_10149_20190729_ST	181845	0	4	1	10.5	7.5	373.5	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	181440.5
0159_AY44_33277_20191212_ST	180682	0	26	4	1	23	155	0	2	0	0	0	13	4.5	0	0.25	0	0	7	0	0	0	3	0	3.33333333333333	180439.916666667
0159_AQ29_10030_20171008_ST	180625	0	28	1	2	7.5	282.5	0	1.25	0.75	0	0	10	0.666666666666667	0	0	0	0	18	0	0	0	1	0	0	180272.333333333
0159_AN08_59042_20190102_ST	180383	0	1	1	6.83333333333333	19.3333333333333	265	1	5.25	0	0	0	1	0.166666666666667	0	0	0.25	0	2.5	0	0	0	4	0	0	180075.666666667
0159_BA21_18023_20180102_ST	177626	0	32.5	16	44	82.3333333333333	146.333333333333	0	1.5	0	0	0	28	7	0	2.5	0	0	65	0	3	0	20	0	3	177174.833333333
0159_AK37_71075_20200119_ST	174097	0	28.25	10	10.3333333333333	12.5	153.333333333333	0	7.75	0	0	0	6	8.33333333333333	0	0.875	0	0	9	0	0	0	6	0	0.333333333333333	173844.291666667
0159_AN08_59022_20180323_ST	171454	0	24	5	14	41.3333333333333	173.333333333333	0	1	0	0	0	27	5.33333333333333	0	0.75	0	0	28.5	0	0.5	0	6	0	2.33333333333333	171124.916666667
0159_BD46_77070_20191018_ST	170414	0	22	1	11.1666666666667	18.8333333333333	136.5	0	3.25	0	0	0	7	6.41666666666668	0	1.125	0	0	10.25	0	0	0	4	0	0.666666666666667	170191.791666667
0159_AA34_42222_201800920_ST	167865	0	14	3	0	7.33333333333333	130	0	3.5	0.5	0	0	40	2.16666666666667	0	0	0	0	17	0	0	0	4	0	0.333333333333333	167643.166666667
0159_AA34_42260_201800927_ST	167852	0	10	4	10.5	8	158.5	0	1	0	0	0	16	2.58333333333333	0	0.25	0	0	0	0	0	0	0	0	1	167640.166666667
0159_AP39_21142_20180131_ST	167836	0	13	2	2	2	305.5	0	5	0	0	0	4	4.75	0	0	0	0	3	0	0	0	2	0	1	167491.75
0159_AA34_42208_20180907_ST	165715	0	17	8	10.1666666666667	15	184.5	0	4.75	3.25	0	0	13	7.33333333333332	0	0.25	0	0	5	0	0	0	4	0	3.33333333333333	165439.416666667
0159_BA21_18006_20171110_ST	165574	0	18	0	0	10.5	110	0	1	0	0	0	17	8.83333333333335	0	0	0	0	8	0	0	0	5	0	0.333333333333333	165395.333333333
0159_AY44_33052_20171004_ST	165004	0	13	4	21	59.75	291.333333333333	1	6.75	0	0	0	6	1.58333333333333	0	1	0	0	21	0	0.5	0	5	0	0.666666666666667	164571.416666667
0159_BD46_77051_20190920_ST	164889	0	14	6	21.6666666666667	47.25	256	0	3	0	0	0	3	2.16666666666667	0	2.25	0	0	21	0	0.5	0	12	0	1	164499.166666667
0159_AA34_42186_20180806_ST	161108	0	23	59	374.5	312.083333333333	289	8	47.75	0	0	0	0	11.1666666666667	0	8.125	0	0	82.75	0	3.5	0	83	0	20	159786.125
0159_AA34_42269_20181008_ST	158489	0	19	0	1	7	143	0	0	0	0	0	3	4.16666666666667	0	0	0	0	3	0	0	0	0	0	1	158307.833333333
0159_BD46_77001_20190606_ST	156246	0	32	7	64.8333333333333	100.666666666667	141.833333333333	8	12	0.25	0	0	7	8.50000000000002	0	3.625	0	0	36.75	0	1.5	0	12	0	1.33333333333333	155808.708333333
0159_AA34_42454_20190801_ST	154712	0	42.5	83	200.666666666667	653.916666666667	368	1	32.5	0	0	0	1	13.4166666666667	0	10.7083333333333	0	0	158.25	0.125	3.5	0	66	0	9.66666666666667	153067.75
0159_BE31_82025_20191107_ST	154446	0	17.5	0	3.83333333333333	31.5	147.833333333333	0	4.5	0	0	0	3	2.5	0	0.25	0	0	20.5	0	0	0	0	0	0	154214.583333333
0159_BD46_77026_20181027_ST	154391	0	10	4	1.5	15.8333333333333	231.833333333333	0	3.25	0	0	0	10	1.33333333333333	0	0.375	0	0	13.5	0	0	0	3	0	0.666666666666667	154095.708333333
0159_BB02_45014_20190625_ST	153582	0	38.25	57	284.5	635.666666666667	256	24	35.75	0	0	0	0	12.4166666666667	0	31.0208333333333	0	0	169.125	0	4.25	0	61	0	13	151960.020833333
0159_AS41_40091_20190918_ST	152198	0	26	3	4.83333333333333	11.3333333333333	141.666666666667	0	3.25	0	0	0	4	6.66666666666665	0	0.25	0.25	0	10	0	0	0	3	0	3.33333333333333	151980.416666667
0159_BE31_82024_20191122_ST	148840	0	20	0	6.16666666666667	15.5	145.5	0	2.75	0.25	0	0.5	5	10.0833333333333	0	0.5	0	0	10	0	0	0	0	0	1	148622.75
0159_AP39_21600_20181107_ST	146896	0	12	0	10.5	10	125.5	0	2.25	0	0	0	2	2.66666666666667	0	0	0.125	0	5	0	0	0	2	0	0	146723.958333333
0159_AP39_21059_20171128_ST	146287	0	28	42	20.5	24.3333333333333	178.333333333333	0	6.75	0	0	0	106	0	0	0.625	0	0	29.75	0	0	0	6	0	8	145836.708333333
0159_BD46_77004_20190215_ST	144056	0	18	2	0	5	95.3333333333333	0	0.75	0.25	0	0	3	10.1666666666667	0	0	0	0	5	0.125	0	0	2	0	0	143914.375
0159_AQ22_10429_20190622_ST	141998	0	9	2.5	0.833333333333333	8.5	286	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1.66666666666667	141675.5
0159_BD46_77037_20190607_ST	141993	0	18.5	1	6.16666666666667	17.3333333333333	99.8333333333333	0	5	0.25	0	0	4	5.16666666666667	0	0	0	0	12	0	0	0	0	0	2.66666666666667	141821.083333333
0159_AP39_21026_20171017_ST	141955	0	24	20	112.333333333333	160.666666666667	176.5	4	17.75	0	0	0	68	4.41666666666667	0	5.875	0	0	46.75	0	2	0	33	0	6	141273.708333333
0159_BC25_41007_20171117_ST	140025	0	12.5	0	0.833333333333333	24.5	161.833333333333	0	3.5	0.5	0	0	9	1.75	0	2.25	0	0	27	0	0	0	4	0	3	139774.333333333
0159_AY44_33062_20171010_ST	139670	0	22	0	6	12	139.833333333333	0	5.5	0	0	0	8	7	0	0.75	0	0	5	0.125	0	0	4	0	2	139457.791666667
0159_AQ29_10024_20170928_ST	139419	0	5	1	3.5	7	214	0	6.75	0	0	0	5	0.833333333333335	0	0	0	0	1	0	0	0	8	0	0	139166.916666667
0159_BD46_77038_20191111_ST	139065	0	30	6	6.83333333333333	14	161.833333333333	1	3.25	0	0	0	7	7.50000000000002	0	0	0	0	8	0	0	0	1	0	0.333333333333333	138818.25
0159_AP39_21043_20171031_ST	138655	0	17	0	2.33333333333333	19	101.5	0	1.5	1.75	0	0	3	3.41666666666667	0	0	0	0	5	0	0	0	0	0	0.333333333333333	138500.166666667
0159_AA34_42217_201800907_ST	134917	0	28	3	4.83333333333333	8	171.5	0	4	0	0	0	58	2.66666666666667	0	0.25	0	0	2	0	0	0	1	0	1.33333333333333	134632.416666667
0159_AQ22_10427_20190802_ST	132298	0	18	2	0.5	9	178	0	3.75	0	0	0	9	2.16666666666667	0	0.5	0	0	3	0	0	0	3	0	0.333333333333333	132068.75
0159_AA34_42031_20180409_ST	130864	0	7	5	11.8333333333333	17.5	118.5	0	2.75	0	0	0	5	2.66666666666667	0	0	0	0	6	0	0	0	2	0	1.33333333333333	130684.416666667
0159_BE31_82032_20200109_ST	130649	0	28	1	3.33333333333333	16.8333333333333	110	2	5	0	0	0	2	4.41666666666667	0	0.625	0	0	12	0	0	0	0	0	1	130462.791666667
0159_AN08_59018_20180329_ST	128819	0	24.5	0	3.83333333333333	13	109	0	5.75	0.25	0	0	9	9.33333333333335	0	1.375	0	0	16	0	0	0	1	0	0.333333333333333	128625.625
0159_AS41_40005_20171202_ST	126439	0	11	1	6	28.5	107	0	2	0	0	0	9	3.5	0	0	0.375	0	12	0	0	0	0	0	0.333333333333333	126258.291666667
0159_AQ22_10443_20191029_ST	126350	0	11	3	2	8	158.5	0	3.5	0	0	0	7	1.66666666666667	0	0	0	0	5	0	0	0	0	0	2.33333333333333	126148
0159_AN08_59024_20180515_ST	126206	0	17	1	1	23	103	0	0.25	0	0	0	5	1.33333333333334	0	0.375	0	0	4	0	0	0	0	0	1	126049.041666667
0159_AN08_59007_20180102_ST	125477	0	29.5	1	2	24.5	134.5	2	2.25	0	0	0	22	8.5	0	0	0	0	9	0	0	0	1	0	0.333333333333333	125240.416666667
0159_BE31_82022_20191219_ST	125467	0	17	0	4.16666666666667	21	117.333333333333	0	4.75	0	0	0	11	1.83333333333334	0	0.75	0	0	17	0	0	0	0	0	0	125272.166666667
0159_AP39_21199_20180410_ST	124678	0	14	0	1.5	5	101.5	0	2	0	0	0	0	3.66666666666667	0	0	0	0	2	0	0	0	0	0	0.333333333333333	124548
0159_AS41_40003_20171129_ST	122222	0	20.5	0	0	28.5	100	0	0	0	0	0	13	1.91666666666667	0	0	0	0	13.25	0	0	0	0	0	0	122044.833333333
0159_AQ22_10436_20191029_ST	121831	0	10	2	7	16.6666666666667	135	0	1.75	0	0	0	3	3.25	0	0.5	0	0	2	0	0	0	4	0	0.666666666666667	121645.166666667
0159_AP39_21154_20171212_ST	120975	0	6	8	5.33333333333333	55.3333333333333	109.5	0	1.5	0	0	0	15	1.33333333333333	0	0.25	0	0	1	0	0	0	0	0	1.66666666666667	120770.083333333
0159_AQ22_10421_20190914_ST	119953	0	10	3	9.5	15	107	0	1.75	0.25	0	0	6	2.83333333333333	0	0.75	0	0	1	0	0	0	2	0	0.666666666666667	119793.25
0159_BC12_41016_20171220_ST	118341	0	8	11	37	24	113	0	6.5	0.25	0	0	10	2.41666666666667	0	0.5	0	0	16.5	0	0	0	6	0	1	118104.833333333
0159_AA34_42283_20181102_ST	117698	0	13	18	54.6666666666667	38.8333333333333	101.5	4	7.5	0	0	0	0	3.5	0	2.875	0	0	26.25	0	0.5	0	11	0	5.33333333333333	117411.041666667
0159_AQ22_10446_20191111_ST	116008	0	10	0	12.8333333333333	20.3333333333333	120	0	0.75	0.5	0	0	10	1.91666666666667	0	0.25	0	0	9	0	0	0	3	0	0.333333333333333	115819.083333333
0159_AF13_79000_20190102_ST	114969	0	4	0	1.5	14	163.5	0	0	0.5	0	0	1	0.666666666666665	0	0	0.5	0	5	0	0	0	0	0	0	114778.333333333
0159_AQ22_10434_20191008_ST	113512	0	6	3	3	9.83333333333333	121	0	3.5	0	0	0	5	4.66666666666667	0	0.25	0	0	8	0	0	0	1	0	2.66666666666667	113344.083333333
0159_BC25_41011_20171120_ST	112477	0	20	7	69.6666666666667	121.666666666667	129.5	10	15	0	0	0	5	3.25	0	6.58333333333333	0	0	37.25	0	0.5	0	15	0	13.3333333333333	112023.25
0159_AN08_59025_20180515_ST	111008	0	10	0	3.5	19	79	0	1.5	0	0	0	13	1.5	0	0.25	0	0	10	0	0	0	1	0	0.666666666666667	110868.583333333
0159_AA34_42195_20180809_ST	109783	0	9	0	0	3	119.5	0	0.25	0	0	0	19	2.08333333333333	0	0	0	0	27	0	0	0	0	0	0	109603.166666667
0159_AQ29_10143_20190417_ST	109649	0	10	2	12.1666666666667	11	143.5	0	3.25	0	0	0	18	1.08333333333333	0	0.625	0	0	16.25	0	0	0	0	0	1.33333333333333	109429.791666667
0159_AQ22_10432_20191013_ST	107885	0	17	0	3	6	104	0	0.5	0.25	0	0	11	1.5	0	0.75	0	0	4	0	0	0	0	0	1.66666666666667	107735.333333333
0159_AP39_21182_20171209_ST	107169	0	14	0	1	4	68.8333333333333	0	11.25	0	0	0	14	9.5	0	3.5	0	0	21	0	0	0	0	0	0.333333333333333	107021.583333333
0159_AY44_33109_20180920_ST	103614	0	20	26	75.1666666666667	219.666666666667	138.833333333333	9	13	0	0	0	2	5.41666666666667	0	10.375	0	0	68.25	0	2	0	20	0	4.66666666666667	102999.625
0159_AF13_79001_20181127_ST	101228	0	9	0	2.5	8	93.5	0	3.5	0	0	0	10	6.83333333333332	0	1.25	0	0	2	0	0	0	0	0	0.333333333333333	101091.083333333
0159_AA34_42007_20180420_ST	100520	0	8	17	6.33333333333333	13.8333333333333	120.5	0	0.25	0.25	0	0	6	1.33333333333333	0	0.875	0	0	4.25	0	0	0	2	0	8.33333333333333	100331.041666667
0159_AA34_42038_20180920_ST	99020	0	9	0	15.6666666666667	7	78	0	3.5	0	0	0	7	2.33333333333333	0	0.625	0	0	2.25	0	0	0	2	0	0	98892.625
0159_AB10_26326_20190318_ST	99009.0000000001	0	12	12	14.3333333333333	51.1666666666667	108	3	8.75	0	0	0	5	1.08333333333334	0	1.58333333333333	0.125	0	21	0	0	0	7	0	2.33333333333333	98761.6250000001
0159_AA34_42301_20181213_ST	98980	0	10	0	3.16666666666667	10.3333333333333	109.5	0	4.5	1	0	0	8	2.83333333333333	0	0.75	0	0	1	0	0	0	1	0	0.333333333333333	98827.5833333333
0159_AP39_21551_20180917_ST	98438	0	9	16	0.833333333333333	17	82.5	0	4.25	0	0	0	9	3.83333333333333	0	0	0	0	3	0	0	0	0	0	1.66666666666667	98290.9166666667
0159_AS41_40000_20171201_ST	98245.9999999999	0	9	0	0	1.5	70	0	0.25	0	0	0	3	5.16666666666667	0	0.5	0.25	0	5.5	0	0	0	0	0	0	98150.8333333333
0159_AJ09_760032_20191126_ST	96906	0	12	43	84	110.166666666667	107.833333333333	6	17.75	0	0	0.5	11	4.16666666666667	0	6.33333333333333	0	0	41.25	0	2	0	26	0	9	96425
0159_AQ22_10464_20191127_ST	96344	0	15	3	13	31.6666666666667	86.5	0	2.25	0	0	0	7	5.41666666666667	0	1.25	0	0	5	0	0	0	1	0	4.66666666666667	96168.25
0159_AA34_42362_20190305_ST	95482	0	3	3	22.8333333333333	32.3333333333333	122	2	2.75	0	0	0	0	0.166666666666667	0	1	0	0	2	0	0	0	6	0	0.666666666666667	95284.25
0159_AZ03_32011_20180226_ST	95222	0	14	4	10.6666666666667	35.8333333333333	83.8333333333333	0	0.5	0	0	2.5	6	3.16666666666667	0	0.5	0	0	22.25	0	0.75	0	2	0	0.666666666666667	95035.3333333333
0159_AB10_26354_20190116_ST	95177	0	13.5	1	2.5	20.5	98.6666666666667	0	2.25	0	0	0	14	5.33333333333333	0	0.75	0	0	22.5	0	0	0	1	0	0	94995
0159_BA21_18016_20171020_ST	94982	0	1	0	2.5	10	123.833333333333	0	2	0	0	0	1	1	0	0	0	0	4	0	0	0	1	0	2	94833.6666666666
0159_AA34_42101_20180611_ST	93388	0	15.5	27.5	34.5	72.6666666666667	106	11	6.75	0	0	0	18	5.33333333333333	0	4.375	0	0	37.25	1.5	1	0	7	0	10	93029.625
0159_AA34_42013_20180321_ST	92463	0	4	4	0.5	15	76	0	0.75	0	0	0	6	3.16666666666667	0	0	0	0	2	0	0	0	7	0	2.66666666666667	92341.9166666666
0159_AQ29_10035_20171107_ST	90485	0	3	0	1	2.5	122	0	6.25	0	0	0	2	2.33333333333333	0	0.75	0	0	5	0	0	0	0	0	0	90340.1666666667
0159_AS41_40070_20190424_ST	90125	0	14	0	2.16666666666667	3	74.3333333333333	0	2	0	0	0	5	2.66666666666667	0	0	0	0	4	0.125	0	0	3	0	0	90014.7083333333
0159_AY44_33167_20190301_ST	89182	0	14	72	89	102.583333333333	134.666666666667	3	11	0	0	0.5	8	2	0	4.125	0	0	94.75	0	0	0	25	0	20.6666666666667	88600.7083333333
0159_AA34_42412_20190424_ST	87341	0	7	1	13	18.3333333333333	110.5	3	1	0	0	0	6	1.41666666666666	0	2.125	0	0	6.25	0	0	0	7	0	1.33333333333333	87163.0416666667
0159_AN38_59052_20190117_ST	86301.9999999999	0	10	4	7.16666666666667	19.3333333333333	162.833333333333	0	3	0	0	0	3	0.916666666666665	0	0.875	0	0	3.25	0	0.25	0	4	0	0.333333333333333	86083.0416666666
0159_AN08_59029_20180525_ST	85648	0	13	1	0	6	92.5	0	0.5	0	0	0	14	3.66666666666667	0	0.25	0	0	10	0	0	0	0	0	0.333333333333333	85506.75
0159_BD46_77022_20190218_ST	85447	0	9	2	0.5	17	98	0	0	0	0	0	2	4.91666666666667	0	0	0	0	7	0	0	0	1	0	0	85305.5833333333
