,Bacteroidales_S24_7_grp_uncl,Lachnospiraceae_uncl,Lachnospiraceae_NK4A136_grp,Ruminococcaceae_uncl,Lactococcus,Romboutsia,Clostridiales_vadinBB60_grp_uncl,Akkermansia,Anaeroplasma,Oscillibacter,Acetatifactor,Ruminiclostridium_9,Enterobacteriaceae_uncl,Lactobacillus,Turicibacter,Lachnospiraceae_UCG_001,Clostridium_sensu_stricto_1,Clostridiales_uncl,Parabacteroides,Tyzzerella,Enterococcus,Peptostreptococcaceae_uncl,Ruminococcaceae_UCG_014,Bacteria_uncl,Parcubacteria_uncl,Lachnoclostridium,Lactobacillales_uncl,Epulopiscium,Clostridiaceae_1_uncl,Erysipelatoclostridium,Flavobacterium,Ruminiclostridium_5,Roseburia,Anaerotruncus,Eubacterium_coprostanoligenes_grp
0115.PG079.LB.MST,2.44878946671967,2.57455885400871,1.59574776515322,-0.111018491241446,-7.15554289733138,-3.91768098101177,1.7960518244976,-7.15554289733138,-7.15554289733138,0.439027845677826,-1.72045640367555,-0.204108914307458,-7.15554289733138,-7.15554289733138,-7.15554289733138,-0.659584442990283,-7.15554289733138,-0.483693776526619,-7.15554289733138,-3.91768098101177,-7.15554289733138,-7.15554289733138,-3.91768098101177,-1.72045640367555,-7.15554289733138,-1.61509588801772,-7.15554289733138,-7.15554289733138,-7.15554289733138,-7.15554289733138,-7.15554289733138,-7.15554289733138,-2.12592151178371,-7.15554289733138,-7.15554289733138
0115.PG079.SB.MST,2.88609426761777,0.525939322802245,0.509938981455803,-1.62476523889908,-7.71268043352672,-7.71268043352672,-3.61719540358929,-7.71268043352672,-7.71268043352672,-2.07675036264214,-2.51858311492118,-1.41997082625307,-7.71268043352672,-4.02266051169745,-7.71268043352672,-3.61719540358929,-7.71268043352672,-2.92404822302934,-7.71268043352672,-7.71268043352672,-7.71268043352672,-7.71268043352672,-4.7158076922574,-3.61719540358929,-7.71268043352672,-0.398319578721087,-7.71268043352672,-7.71268043352672,-7.71268043352672,-7.71268043352672,-7.71268043352672,-3.32951333113751,-2.00775749115519,-4.7158076922574,-7.71268043352672
0115.PG080.LB.MST,3.10642131917394,1.50756551607037,1.10734976384835,0.354886006131988,-2.53548575176418,-7.25228394237725,-2.19901351514296,-7.25228394237725,-2.53548575176418,-0.589575602708863,0.745425464023477,0.489805324031359,-7.25228394237725,-7.25228394237725,-7.25228394237725,-7.25228394237725,-7.25228394237725,-2.53548575176418,-7.25228394237725,-0.648416102731797,-4.14492366419828,-7.25228394237725,-3.45177648363833,-4.14492366419828,-7.25228394237725,-1.74702839139991,-7.25228394237725,-7.25228394237725,-7.25228394237725,-2.75862930307839,-7.25228394237725,-3.45177648363833,-3.45177648363833,-2.35316419497022,-7.25228394237725
0115.PG080.SB.MST,-2.21761639206732,-1.52446921150737,-3.47037936056269,-4.16352654112263,1.74997646451564,3.53767363973481,-3.47037936056269,-7.12637094783179,-7.12637094783179,-4.16352654112263,-2.55408862868853,-3.47037936056269,-7.12637094783179,-7.12637094783179,-1.45547634002042,-7.12637094783179,-0.944650716254431,-7.12637094783179,-7.12637094783179,-7.12637094783179,-0.525940381396246,-3.47037936056269,-7.12637094783179,-7.12637094783179,-3.47037936056269,-4.16352654112263,-3.47037936056269,-7.12637094783179,-4.16352654112263,-4.16352654112263,-7.12637094783179,-7.12637094783179,-7.12637094783179,-7.12637094783179,-7.12637094783179
0115.PG081.LB.MST,2.70803346383216,2.24592807661066,0.615287956525957,-0.191187909340991,-7.30401395857764,-4.10321091476914,-1.90598633743292,-7.30401395857764,-1.05868847704571,-0.519691976313027,0.920669606077139,1.03258752228112,-7.30401395857764,-7.30401395857764,-7.30401395857764,-7.30401395857764,-7.30401395857764,-2.71691655364925,-7.30401395857764,-0.060159646934587,-7.30401395857764,-7.30401395857764,-7.30401395857764,-2.31145144554108,-7.30401395857764,-1.39516071366693,-7.30401395857764,-7.30401395857764,-7.30401395857764,-4.10321091476914,-7.30401395857764,-4.10321091476914,-3.00459862610103,-3.41006373420919,-7.30401395857764
0115.PG081.SB.MST,-0.429978546321228,-1.38263692236626,-2.88671431914253,-3.06903587593649,3.03083454501528,-4.67847378837059,-7.72446006293801,-7.72446006293801,-3.98532660781064,-3.57986149970248,-3.06903587593649,-3.57986149970248,-7.72446006293801,-1.4203772503491,-7.72446006293801,-3.98532660781064,-7.72446006293801,-3.57986149970248,-7.72446006293801,-3.98532660781064,-2.73256363931527,-7.72446006293801,-7.72446006293801,-3.57986149970248,-2.73256363931527,-3.57986149970248,-2.73256363931527,-7.72446006293801,-7.72446006293801,-7.72446006293801,-1.84526044431437,-2.88671431914253,-7.72446006293801,-3.57986149970248,-7.72446006293801
0115.PG082.LB.MST,2.21502609454127,1.69876567478932,0.713384752562874,1.04042789889524,-4.20659617326525,-7.47442839952378,-1.72168952347725,-7.47442839952378,-2.4148367040372,0.52079164544709,0.89934930063533,1.03515084179439,-7.47442839952378,-7.47442839952378,-7.47442839952378,-7.47442839952378,-7.47442839952378,-0.910759307260922,-7.47442839952378,0.41837664001902,-7.47442839952378,-7.47442839952378,-7.47442839952378,-2.59715826083115,-7.47442839952378,-1.31622441536909,-7.47442839952378,-7.47442839952378,-7.47442839952378,-7.47442839952378,-7.47442839952378,-2.82030181214536,-3.10798388459714,-1.31622441536909,-7.47442839952378
0115.PG082.SB.MST,0.204806730269782,1.16708257538576,2.13376732101132,-0.0828753421819984,2.35691087232553,-7.49513401916985,-2.62840661378643,-7.49513401916985,-7.49513401916985,-1.30665077380411,-0.431182036450214,-0.548965072106598,-7.49513401916985,-0.301128908202016,-7.49513401916985,-4.01470097490632,-7.49513401916985,-2.06879082585101,-4.01470097490632,-1.61680570210795,-1.71211588191228,-7.49513401916985,-7.49513401916985,-2.62840661378643,-2.91608868623821,-0.0634572563248971,-1.12432921701016,-7.49513401916985,-7.49513401916985,-7.49513401916985,-3.32155379434638,-2.22294150567827,-7.49513401916985,-7.49513401916985,-7.49513401916985
0115.PG083.LB.MST,2.30593533740382,2.39278582629078,1.25996678222114,0.620308286612178,-3.25089272429571,-3.94403990485566,-7.28909255750871,-7.28909255750871,-7.28909255750871,-0.611835394680455,1.70493433330555,0.544596464876481,-7.28909255750871,-7.28909255750871,-7.28909255750871,-7.28909255750871,-7.28909255750871,-1.37909054739412,-7.28909255750871,-0.685943366834176,-7.28909255750871,-7.28909255750871,-7.28909255750871,-1.54614463205729,-7.28909255750871,-1.45913325506766,-7.28909255750871,-7.28909255750871,-7.28909255750871,-7.28909255750871,-7.28909255750871,-2.84542761618755,-3.94403990485566,-2.33460199242156,-7.28909255750871
0115.PG084.LB.MST,2.99684329961603,0.916152538535761,-0.304627384106556,0.931041151029511,-3.28355253934417,-7.43657642824692,-2.77272691557818,-7.43657642824692,-7.43657642824692,-0.575502338241956,0.515674971938635,0.0486519708310378,-7.43657642824692,-7.43657642824692,-7.43657642824692,-7.43657642824692,-4.38216482801228,-1.67411462691007,-7.43657642824692,-0.430921109430849,-7.43657642824692,-7.43657642824692,-7.43657642824692,-2.59040535878422,-7.43657642824692,-1.81721547055074,-7.43657642824692,-7.43657642824692,-7.43657642824692,-4.38216482801228,-7.43657642824692,-2.43625467895696,-3.28355253934417,-1.98426955521391,-7.43657642824692
0115.PG084.SB.MST,0.961151780676785,-0.927795362453222,-1.83636404823347,-3.30270111702689,1.49789878170789,-5.09446058625495,-8.688098942807,-8.688098942807,-8.688098942807,-4.68899547814678,-3.01501904457511,-3.48502267382085,-8.688098942807,-5.78760776681489,-8.688098942807,-8.688098942807,-8.688098942807,-8.688098942807,-8.688098942807,-4.17816985438079,-8.688098942807,-8.688098942807,-8.688098942807,-8.688098942807,-4.68899547814678,-1.58291514742393,-8.688098942807,-8.688098942807,-8.688098942807,-8.688098942807,-8.688098942807,-5.78760776681489,-4.401313405695,-8.688098942807,-8.688098942807
0115.PG085.LB.MST,1.50819557865978,1.33237088178416,-0.0642010620939666,0.898910166186573,-3.15524351545228,-7.94156158969545,-1.09879149199715,-7.94156158969545,-3.7613793190226,-0.0316778703884066,0.327394198150047,0.423212121047281,-7.94156158969545,-7.94156158969545,-7.94156158969545,-7.94156158969545,-7.94156158969545,-2.60869980908421,-7.94156158969545,0.1028530225692,-7.94156158969545,-7.94156158969545,-3.47369724657082,-4.16684442713076,-7.94156158969545,-1.19642996156106,-7.94156158969545,-7.94156158969545,-7.94156158969545,-7.94156158969545,-7.94156158969545,-1.91555262852427,-1.49269577770423,-1.88957714212101,-7.94156158969545
0115.PG085.SB.MST,1.84173414374725,-0.0634537663866745,-3.05361499489121,-2.30640059306099,1.67867719853622,-8.17545357498216,-5.25083957222743,-8.17545357498216,-8.17545357498216,-3.30492942317212,-0.881391719760408,-2.30640059306099,-8.17545357498216,-1.46664993830917,-8.17545357498216,-8.17545357498216,-8.17545357498216,-8.17545357498216,-8.17545357498216,-2.36046781433126,-5.25083957222743,-8.17545357498216,-1.84964219056527,-4.55769239166748,-5.25083957222743,-1.99274303420595,-5.25083957222743,-8.17545357498216,-8.17545357498216,-5.25083957222743,-8.17545357498216,-2.61178224261217,-3.45908010299937,-5.25083957222743,-8.17545357498216
0115.PG086.LB.MST,1.78611748088475,2.1573395655707,0.061368721939653,0.340682544720917,-2.82900303595651,-7.69240470076146,-4.43844094839061,-7.69240470076146,-7.69240470076146,-0.264053678494975,1.19634865477864,0.0724185581262379,-7.69240470076146,-7.69240470076146,-7.69240470076146,-7.69240470076146,-7.69240470076146,-1.7303907472884,-7.69240470076146,-0.588293346680553,-7.69240470076146,-7.69240470076146,-7.69240470076146,-2.35899940671078,-7.69240470076146,-1.79938361877535,-7.69240470076146,-7.69240470076146,-7.69240470076146,-4.43844094839061,-7.69240470076146,-3.3398286597225,-3.3398286597225,-3.05214658727072,-7.69240470076146
0115.PG086.SB.MST,-1.4819050411166,0.186849448473922,-2.29283525733293,-1.25876148980239,2.66431135181234,-4.37227679901276,-3.67912961845282,-7.97703024047379,-5.06542397957271,-1.84654815470451,-1.84654815470451,-1.69812814958623,-7.97703024047379,-5.06542397957271,-7.97703024047379,-7.97703024047379,-7.97703024047379,-3.67912961845282,-7.97703024047379,-1.92992976364356,-3.9668116909046,-5.06542397957271,-3.45598606713861,-3.45598606713861,-1.59968807677298,-3.67912961845282,-7.97703024047379,-7.97703024047379,-7.97703024047379,-7.97703024047379,-2.17505222167654,-3.9668116909046,-4.37227679901276,-5.06542397957271,-7.97703024047379
0115.PG087.LB.MST,0.864390998500035,2.59822781999539,-0.483682149799658,1.21651012590291,-7.4196625842515,-7.4196625842515,0.304775210564612,-7.4196625842515,1.16015718935177,-1.28218984601743,1.22106594243877,0.554826214798746,-7.4196625842515,-7.4196625842515,-7.4196625842515,-7.4196625842515,-7.4196625842515,-1.28218984601743,-7.4196625842515,-0.322414002203536,-7.4196625842515,-7.4196625842515,-4.17256160391359,-3.07394931524548,-7.4196625842515,-2.22665145485828,-7.4196625842515,-7.4196625842515,-7.4196625842515,-7.4196625842515,-7.4196625842515,-3.07394931524548,-4.17256160391359,-2.38080213468554,-7.4196625842515
0115.PG087.SB.MST,-0.0424384381309439,1.81697967957093,-0.240889376854782,-0.00321772497766251,2.37970588992074,-4.64760862411904,0.00635172603848802,-7.58935366680395,0.227588699082116,-1.12124809950287,0.452257803705163,-0.290899797429444,-4.64760862411904,-3.54899633545093,-7.58935366680395,-7.58935366680395,-2.45038404678282,-3.95446144355909,-7.58935366680395,-0.228768016322437,-4.64760862411904,-7.58935366680395,-3.95446144355909,-7.58935366680395,-3.03817071168494,-1.87501990187925,-7.58935366680395,-7.58935366680395,-4.64760862411904,-7.58935366680395,-3.03817071168494,-2.70169847506372,-2.5681670824392,-2.45038404678282,-7.58935366680395
0115.PG088.LB.MST,-0.65681537398441,-0.555719257113041,-0.65681537398441,-1.04749668590834,-9.19404565075618,-9.19404565075618,-0.00271870829633731,-9.19404565075618,0.0342018803177109,-2.30973839835825,-3.07187845040515,-2.59004036351241,-9.19404565075618,-9.19404565075618,-9.19404565075618,-2.93834705778062,-9.19404565075618,-3.12066861457458,-9.19404565075618,-5.01778859946046,-9.19404565075618,-9.19404565075618,-3.81381579513452,-5.42325370756862,-9.19404565075618,-4.73010652700868,-9.19404565075618,-9.19404565075618,-9.19404565075618,-9.19404565075618,-9.19404565075618,-5.01778859946046,-2.59004036351241,-5.01778859946046,-9.19404565075618
0115.PG088.SB.MST,-2.83450876781855,1.16552511493231,1.24810053818513,-0.357970367701064,-8.3841948411505,-8.3841948411505,-0.947439118786167,-8.3841948411505,-2.36450513857281,-0.846634419664202,-0.682746564559085,-1.95904003046465,-8.3841948411505,-4.44394668025265,-8.3841948411505,-0.217112934984468,-5.13709386081259,-3.34533439158454,-8.3841948411505,-3.34533439158454,-8.3841948411505,-8.3841948411505,-2.83450876781855,-8.3841948411505,-8.3841948411505,-2.19265488164615,-8.3841948411505,-8.3841948411505,-8.3841948411505,-8.3841948411505,-5.13709386081259,-3.19118371175728,0.0993481020173561,-5.13709386081259,-8.3841948411505
0115.PG089.LB.MST,2.24042556616893,1.22450499334593,-0.00386652202527384,0.584589263008869,-7.54440073713984,-7.54440073713984,2.2493258156392,-7.54440073713984,-7.54440073713984,-0.0469501081615855,-1.0383168664761,-2.2826409663256,-7.54440073713984,-7.54440073713984,-5.11585431038182,-1.09050261964667,-7.54440073713984,-1.61934674891534,-7.54440073713984,-7.54440073713984,-7.54440073713984,-7.54440073713984,-4.42270712982187,-2.81326921738777,-7.54440073713984,-3.72955994926193,-7.54440073713984,-7.54440073713984,-7.54440073713984,-7.54440073713984,-7.54440073713984,-3.50641639794772,-1.74855848039534,-7.54440073713984,-7.54440073713984
0115.PG090.LB.MST,2.6033097784782,1.50589294721487,0.0490684352891395,0.602068984105843,-7.29309135273852,-7.29309135273852,2.41137276298481,-7.29309135273852,-7.29309135273852,0.0793737847844686,-0.793114324431294,-1.08079639688307,-7.29309135273852,-7.29309135273852,-7.29309135273852,-0.318656344836178,-7.29309135273852,-0.829481968602169,-7.29309135273852,-7.29309135273852,-7.29309135273852,-7.29309135273852,-4.1253188346065,-3.02670654593839,-7.29309135273852,-2.73902447348661,-7.29309135273852,-7.29309135273852,-7.29309135273852,-7.29309135273852,-7.29309135273852,-4.1253188346065,-1.6404121848185,-7.29309135273852,-7.29309135273852
0115.PG090.SB.MST,3.17768915520867,0.999333062176834,-0.272298390622917,0.461670784457283,-7.38543543348671,-7.38543543348671,-4.36664295284502,-7.38543543348671,-7.38543543348671,-0.147135247668911,-1.5334296087888,-1.32212051512159,-7.38543543348671,-4.36664295284502,-7.38543543348671,0.015383681828864,-7.38543543348671,-1.59405423060524,-7.38543543348671,-7.38543543348671,-7.38543543348671,-7.38543543348671,-1.80169359538348,-7.38543543348671,-7.38543543348671,-2.06405785985097,-7.38543543348671,-7.38543543348671,-7.38543543348671,-7.38543543348671,-7.38543543348671,-3.26803066417691,-1.47627119494885,-7.38543543348671,-7.38543543348671
0115.PG091.LB.MST,-0.376073034325781,-2.52492402737778,-4.60436556905762,-4.13436193981189,-10.0643976114521,-10.0643976114521,-2.32198318338109,-10.0643976114521,-1.30114859575567,-3.26936450232528,-5.29751274961757,-4.5090553892533,-10.0643976114521,-10.0643976114521,-10.0643976114521,-3.96251168288523,-10.0643976114521,-4.82750912037183,-10.0643976114521,-6.90695066205167,-10.0643976114521,-10.0643976114521,-6.90695066205167,-6.21380348149172,-10.0643976114521,-6.21380348149172,-10.0643976114521,-10.0643976114521,-10.0643976114521,-10.0643976114521,-10.0643976114521,-6.21380348149172,-3.61111379604734,-10.0643976114521,-10.0643976114521
0115.PG091.SB.MST,2.62360160767737,0.911489711913196,-1.29800495801484,-2.10893517423117,-7.95628621938409,-7.95628621938409,-3.49522953535106,-2.80208235479111,-3.49522953535106,-2.29125673102512,-2.02889246655763,-2.80208235479111,-7.95628621938409,-3.49522953535106,-7.95628621938409,-1.703470066123,-7.95628621938409,-2.64793167496385,-7.95628621938409,-7.95628621938409,-7.95628621938409,-7.95628621938409,-2.98440391158507,-2.29125673102512,-7.95628621938409,-2.51440028233933,-7.95628621938409,-7.95628621938409,-7.95628621938409,-7.95628621938409,-7.95628621938409,-7.95628621938409,-1.82125310177939,-7.95628621938409,-7.95628621938409
0115.PG092.LB.MST,-0.117393069045222,-1.2801556047245,-0.860301759164232,-2.09888009266764,-9.62541011006837,-9.62541011006837,-0.637974867756578,-6.36155996970896,-9.62541011006837,-1.90721267345545,-3.47118821181279,-3.36582769615497,-9.62541011006837,-5.26294768104085,-9.62541011006837,-4.5698005004809,-9.62541011006837,-3.96366469691059,-9.62541011006837,-9.62541011006837,-9.62541011006837,-9.62541011006837,-6.36155996970896,-4.5698005004809,-9.62541011006837,-4.97526560858907,-9.62541011006837,-9.62541011006837,-9.62541011006837,-9.62541011006837,-9.62541011006837,-9.62541011006837,-3.7225026400937,-9.62541011006837,-9.62541011006837
0115.PG092.SB.MST,3.23337678799077,0.04135174704609,-0.69153576216337,-1.90455840200922,-7.52019033114554,-4.30245367480759,-2.22301213312776,-4.30245367480759,-7.52019033114554,-1.35801469564115,-7.52019033114554,-2.9161593136877,-7.52019033114554,-2.69301576237349,-7.52019033114554,-4.30245367480759,-7.52019033114554,-2.69301576237349,-7.52019033114554,-7.52019033114554,-7.52019033114554,-7.52019033114554,-4.30245367480759,-4.30245367480759,-7.52019033114554,-2.35654352575228,-7.52019033114554,-7.52019033114554,-7.52019033114554,-7.52019033114554,-7.52019033114554,-7.52019033114554,-1.41208191691143,-7.52019033114554,-7.52019033114554
0115.PG093.LB.MST,2.4604282264099,1.27592626586136,-0.0203716414254445,1.19176447353965,-7.2860162714216,-7.2860162714216,2.52161752375459,-7.2860162714216,-7.2860162714216,0.712941580859835,-1.29803216154254,-1.4921881759835,-7.2860162714216,-7.2860162714216,-7.2860162714216,-0.95319167525081,-7.2860162714216,-1.35865678335897,-7.2860162714216,-3.03263321693065,-7.2860162714216,-7.2860162714216,-2.52180759316466,-2.52180759316466,-7.2860162714216,-4.13124550559876,-7.2860162714216,-7.2860162714216,-7.2860162714216,-7.2860162714216,-7.2860162714216,-3.03263321693065,-1.73335023280039,-3.43809832503881,-7.2860162714216
0115.PG093.SB.MST,-0.792616675758258,-1.7405444925756,-2.60889576216063,-2.79548171774104,-3.09174753388422,-6.45904336387069,-2.36469880164859,-9.45477563742468,-5.76589618331074,-3.09174753388422,-2.79548171774104,-4.06114809107232,-9.45477563742468,-3.16320649786636,-9.45477563742468,0.461628140377994,-9.45477563742468,-5.76589618331074,-9.45477563742468,-9.45477563742468,-9.45477563742468,-9.45477563742468,-5.36043107520258,-2.93268283925453,-1.64685900849827,-5.0727490027508,-9.45477563742468,-9.45477563742468,-9.45477563742468,-9.45477563742468,-1.63876179826565,-5.36043107520258,-2.72137374558732,-9.45477563742468,-9.45477563742468
0115.PG094.LB.MST,2.30133882768558,1.18986462537507,0.339325271063691,0.0104002400778606,-7.70226438324689,-7.70226438324689,1.31730957194319,-7.70226438324689,-7.70226438324689,0.64948019936753,-0.782276535829117,-1.59903767235624,-7.70226438324689,-7.70226438324689,-7.70226438324689,-1.17618082153621,-7.70226438324689,-1.14227926986052,-4.54347665152268,-4.54347665152268,-7.70226438324689,-7.70226438324689,-3.15718229040279,-3.15718229040279,-7.70226438324689,-3.85032947096273,-7.70226438324689,-7.70226438324689,-7.70226438324689,-7.70226438324689,-7.70226438324689,-2.34625207418646,-1.10948944703753,-4.54347665152268,-7.70226438324689
0115.PG094.SB.MST,2.04564460592256,0.187029433302924,-0.68234437878348,-1.27640065669919,-8.23825422164623,-8.23825422164623,-3.16725102857148,-8.23825422164623,-4.14808028158321,-1.29544885166989,-3.86039820913143,-2.06863873990337,-5.24669257025132,-8.23825422164623,-8.23825422164623,0.779173403573998,-8.23825422164623,-3.45493310102326,-8.23825422164623,-4.14808028158321,-8.23825422164623,-8.23825422164623,-0.631572053410057,-4.55354538969137,-8.23825422164623,-3.16725102857148,-8.23825422164623,-8.23825422164623,-8.23825422164623,-8.23825422164623,-5.24669257025132,-3.16725102857148,-2.47410384801153,-8.23825422164623,-8.23825422164623
0115.PG095.LB.MST,1.92262278157779,1.59116588007231,0.460930402973685,2.28819656065865,-3.95791020482291,-2.8592979161548,-1.39296084736138,-7.24997380342603,-3.26476302426297,0.939929595127999,1.48450750569888,1.06597031602336,-7.24997380342603,-7.24997380342603,-7.24997380342603,-7.24997380342603,-7.24997380342603,-0.662073338818584,-7.24997380342603,0.102532805723507,-7.24997380342603,-7.24997380342603,-2.34847229238881,-2.0120000557676,-7.24997380342603,-2.16615073559486,-7.24997380342603,-7.24997380342603,-7.24997380342603,-7.24997380342603,-7.24997380342603,-3.26476302426297,-7.24997380342603,-1.65532511182887,0.332549236325478
0115.PG095.SB.MST,0.580551928092833,-0.211035325280365,-1.57685115505671,-0.582598881712848,1.09262677125926,1.47536362828986,-3.57833115526684,-8.20656154834263,-2.88518397470689,-1.23652534911951,-0.983076448309973,-0.983076448309973,-5.18776906770094,-1.89193220169661,-2.78987379490257,-8.20656154834263,-1.19878502113666,-8.20656154834263,-8.20656154834263,-3.24185891864563,-5.18776906770094,-4.49462188714099,-1.16241737696579,-8.20656154834263,-5.18776906770094,-2.54871173808568,-8.20656154834263,-8.20656154834263,-8.20656154834263,-3.57833115526684,-4.08915677903283,-2.54871173808568,-5.18776906770094,-4.49462188714099,-0.434178876594575
0115.PG096.LB.MST,2.86006707554629,1.25739356320073,0.608209506061904,1.79263771431487,-3.92438998709135,-2.82577769842324,-0.746336156743406,-7.07073311376748,-2.31495207465725,1.53519552705281,0.690730529749908,1.50495564186309,-7.07073311376748,-7.07073311376748,-7.07073311376748,-7.07073311376748,-7.07073311376748,-0.979951007924911,-7.07073311376748,0.863101755690694,-7.07073311376748,-7.07073311376748,-3.92438998709135,-3.23124280653141,-7.07073311376748,-7.07073311376748,-7.07073311376748,-7.07073311376748,-7.07073311376748,-3.92438998709135,-7.07073311376748,-2.53809562597146,-3.92438998709135,-1.52649471429298,-0.313472074447127
0115.PG096.SB.MST,0.720277720507487,0.00303298836848136,-1.04795125131037,-1.04795125131037,2.85987692158575,-4.80915136700394,-0.390310759207338,-7.72110697288674,-7.72110697288674,-1.81341909344995,-1.91877960910777,-1.59027554213574,-7.72110697288674,-2.7297098253241,-4.80915136700394,-3.71053907833583,-7.72110697288674,-4.80915136700394,-7.72110697288674,-2.7297098253241,-3.01739189777588,-4.80915136700394,-7.72110697288674,-4.11600418644399,-7.72110697288674,-4.80915136700394,-7.72110697288674,-7.72110697288674,-7.72110697288674,-7.72110697288674,-4.11600418644399,-7.72110697288674,-3.42285700588405,-4.80915136700394,-7.72110697288674
0115.PG097.LB.MST,2.40652020696728,1.89339837094094,1.09105189841601,1.85433090275003,-7.13079731456979,-3.67112203638175,-2.28482767526186,-7.13079731456979,-3.67112203638175,0.817514333350389,1.81781568977494,1.21922709184,-7.13079731456979,-7.13079731456979,-7.13079731456979,-7.13079731456979,-7.13079731456979,0.0424500303225567,-7.13079731456979,-1.36853694338771,-7.13079731456979,-7.13079731456979,-2.57250974771364,-1.36853694338771,-7.13079731456979,-2.57250974771364,-7.13079731456979,-7.13079731456979,-7.13079731456979,-7.13079731456979,-7.13079731456979,-7.13079731456979,-3.67112203638175,-2.97797485582181,-0.00756039025210473
0115.PG097.SB.MST,1.77425735371639,1.91858551407113,0.693898505357628,1.1070856595597,0.77572852360526,2.29555427734967,-0.798618069017571,-7.23821215496203,-2.37415442977599,0.164819441282287,0.768560034126647,0.468815089225591,-7.23821215496203,-7.23821215496203,-4.16591389900404,-7.23821215496203,-0.452341832299737,-2.77961953788415,-7.23821215496203,-0.947038074135844,-2.77961953788415,-2.37415442977599,-2.37415442977599,-7.23821215496203,-7.23821215496203,-1.96868932166783,-3.06730161033593,-7.23821215496203,-4.16591389900404,-4.16591389900404,-7.23821215496203,-4.16591389900404,-3.4727667184441,-3.06730161033593,-0.700177996204318
0115.PG098.LB.MST,2.6219430489536,1.53177854019743,0.86662696712691,1.15737182910924,-2.84082887255996,-7.37612005496944,-0.825925852017697,-7.37612005496944,-4.22712323367985,0.552000259431677,0.378046952308239,0.436315860432214,-7.37612005496944,-7.37612005496944,-7.37612005496944,-7.37612005496944,-7.37612005496944,-1.51907303257764,-7.37612005496944,0.316171548590151,-7.37612005496944,-7.37612005496944,-0.761387330880126,-3.53397605311991,-7.37612005496944,-4.22712323367985,-7.37612005496944,-7.37612005496944,-7.37612005496944,-7.37612005496944,-7.37612005496944,-3.12851094501174,-4.22712323367985,-4.22712323367985,0.129585593009739
0115.PG098.SB.MST,3.72334033612279,-0.0473285509996255,-0.36578228211816,-0.0938485666345183,-7.05115417705948,-7.05115417705948,-3.13837100435794,-7.05115417705948,-7.05115417705948,-0.0938485666345183,-1.52893309192384,-3.13837100435794,-7.05115417705948,-3.13837100435794,-7.05115417705948,-7.05115417705948,-7.05115417705948,-1.75207664323805,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948,-7.05115417705948
0115.PG099.LB.MST,2.30606804504168,2.40649839459165,0.818251169137187,1.29628697008019,-4.00203039646785,-7.28443208415924,-0.634734566481376,-7.28443208415924,-1.51712374667985,0.59308945366674,0.31545771706846,0.59308945366674,-7.28443208415924,-7.28443208415924,-7.28443208415924,-7.28443208415924,-7.28443208415924,-0.446682334978437,-7.28443208415924,-0.0317384829157284,-7.28443208415924,-7.28443208415924,-4.00203039646785,-3.30888321590791,-7.28443208415924,-1.60413512366948,-7.28443208415924,-7.28443208415924,-7.28443208415924,-7.28443208415924,-7.28443208415924,-4.00203039646785,-4.00203039646785,-1.80480581913163,-0.151882794757792
0115.PG100.SB.MST,0.4686055497043,-0.0766215007790232,-1.36760568209459,-0.415596867618355,3.26314364136463,-0.141160021916595,-2.66688866622485,-7.38397010283897,-4.45864813545291,-1.89369877799137,-2.51273798639759,-0.875129196996795,-7.38397010283897,-1.46291586189891,-7.38397010283897,-7.38397010283897,-7.38397010283897,-7.38397010283897,-7.38397010283897,-1.81959080583765,-1.68605941321312,-4.45864813545291,-7.38397010283897,-7.38397010283897,-7.38397010283897,-2.8492102230188,-7.38397010283897,-7.38397010283897,-7.38397010283897,-7.38397010283897,-2.8492102230188,-7.38397010283897,-7.38397010283897,-3.3600358467848,-1.09135230546643
