Variable	beta
log_POS_00637.2941460	4.78556203282183
log_NEG_00318.9997940	0.391302625557028
log_POS_00317.7871560	14.9413898224016
log_NEG_00117.0747440	1.54799277052587
log_NEG_00243.0624340	1.36172971972541
log_POS_00195.0370860	0.812925930593251
log_NEG_00450.1997340	5754.96145032829
log_POS_00245.1383160	1.15493430028944
log_POS_00191.0921660	1.53627075403067
log_POS_00103.0744660	2.07560146560505
log_POS_00308.1241660	9.93120381330262
sqrt_NEG_00073.0294940	302951.367834908
log_NEG_00261.9783540	2.67186199533524
log_POS_00072.0807060	4.6778836797308
log_NEG_00125.0243640	0.896513750337224
log_NEG_00300.0490740	1.93498022481613
log_POS_00233.1538260	0.640624538320924
log_NEG_00223.9327340	2.06876727944904
log_POS_00386.2387260	1.06412783179791
log_NEG_00149.0277240	0.800694540116938
log_NEG_00112.9991940	1.95403070177182
log_POS_00151.0964460	2.00974113737335
log_POS_00357.1770160	1.76875118340271
log_NEG_00177.0192840	0.749101928768656
log_POS_01083.5475560	2.93644663406624
log_POS_00211.0479360	1.70761186896125
log_POS_00157.9738060	1.7675156385056
log_POS_00638.2783760	6.60934418789253
